,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
20,10000000112.3,10000000112.3,10000000112.3,10000000112.3,99.8470653517,10000000112.3,10000000099.8,109.904580186,95.414571711,94.3718704506,86.9039968438,72.743493728,85.731135999,79.3502204068,80.2556321657,74.963138021,62.3343399153,68.3724317181,64.4670524426,57.5185913662,63.3522070285,71.765014081,43.7137888321,38.6867104642,38.8840463554,57.9414709746,42.9014767955,79.3909181816,64.6923462477,26.8801801746,35.6736226956,53.6293584893,60.6174513594,81.902078913,64.6923462477,81.902078913,88.5788974767,88.5788974767,0.0,80.3289876539
21,10000000099.1,10000000099.1,10000000099.1,10000000099.1,86.6281057702,10000000099.1,10000000086.6,96.6856206047,82.1956121294,81.152910869,33.0064467602,59.5245341464,72.5121764174,66.1312608252,67.0366725841,61.7441784395,49.1153803337,14.4748816344,10.5695023589,3.62104128248,3.09134506832,17.8674639973,16.5470731281,24.8268175988,25.327616789,46.8075509958,37.0217736068,71.5827024021,68.6794492428,33.3806817856,46.6850835648,57.6164614844,64.4356431513,85.7202707049,68.6794492428,85.7202707049,92.5660004718,92.5660004718,60.2608619602,70.0740278752
22,10000000110.0,10000000110.0,10000000110.0,10000000110.0,97.556455636,10000000110.0,10000000097.6,107.613970471,93.1239619953,92.0812607349,15.7147850178,70.4528840123,83.4405262832,77.059610691,77.96502245,72.6725283053,60.0437301995,5.25475943078,6.72215938341,13.6706204598,20.3830068106,15.6391533378,27.4754229939,35.7551674647,36.2559666549,57.7359008616,47.9501234726,82.5110522679,79.6077991086,44.3090316514,57.6134334306,68.5448113502,75.3639930171,96.6486205707,79.6077991086,96.6486205707,103.494350338,103.494350338,71.189211826,81.002377741
23,10000000102.5,10000000102.5,10000000102.5,10000000102.5,90.0247800946,10000000102.5,10000000090.0,100.082294929,85.5922864539,84.5495851935,23.2464605593,62.9212084709,75.9088507418,69.5279351496,70.4333469086,65.1408527639,52.5120546581,4.71489543353,0.809516158001,6.13894491841,12.8513312692,8.10747779639,19.9437474525,28.2234919233,28.7242911135,50.2042253202,40.4184479312,74.9793767265,72.0761235672,36.77735611,50.0817578892,61.0131358088,67.8323174757,89.1169450293,72.0761235672,89.1169450293,95.9626747962,95.9626747962,63.6575362846,73.4707021996
24,10000000039.5,10000000039.5,10000000039.5,10000000039.5,27.1035716237,10000000039.5,10000000027.1,37.1610864583,22.671077983,21.6283767226,86.1676690301,0.0,12.987642271,6.60672667874,7.5121384377,17.2390192563,40.0839555818,67.6361039044,63.7307246289,56.7822635525,62.6158792148,71.0286862672,42.9774610184,34.6977165476,34.1969173574,35.747272635,41.3518209307,57.209519977,73.0094965667,45.8633135534,59.1677153326,61.9465088083,50.0624607261,71.3470882797,73.0094965667,71.3470882797,96.8960477957,96.8960477957,72.743493728,55.7008454501
25,10000000096.3,10000000096.3,10000000096.3,10000000096.3,83.8858351762,10000000096.3,10000000083.9,93.9433500107,79.4533415355,78.410640275,29.3854054777,56.7822635525,69.7699058234,63.3889902312,64.2944019901,59.0019078455,46.3731097397,10.8538403519,6.94846107641,0.0,6.7123863508,14.2464227148,13.8048025341,22.0845470048,22.5853461951,44.0652804018,34.2795030128,68.8404318081,65.9371786488,30.6384111916,43.9428129708,54.8741908904,61.6933725573,82.9780001109,65.9371786488,82.9780001109,89.8237298778,89.8237298778,57.5185913662,67.3317572812
26,10000000125.7,10000000125.7,10000000125.7,10000000125.7,113.271240654,10000000125.7,10000000113.3,123.328755488,108.838747013,107.796045753,0.0,86.1676690301,99.1553113011,92.7743957089,93.6798074678,88.3873133232,75.7585152174,20.9695444486,22.4369444013,29.3854054777,36.0977918285,31.3539383556,43.1902080117,51.4699524825,51.9707516727,73.4506858794,63.6649084904,98.2258372858,95.3225841264,60.0238166693,73.3282184485,84.2595963681,91.0787780349,112.363405589,95.3225841264,112.363405589,119.209135355,119.209135355,86.9039968438,96.7171627589
27,10000000016.9,10000000016.9,10000000016.9,10000000016.9,4.43249364074,10000000016.9,10000000004.4,14.4900084753,0.0,1.0427012604,108.838747013,22.671077983,17.2314548522,29.2778046617,30.1832164207,39.9100972393,62.7550335648,90.3071818874,86.4018026119,79.4533415355,85.2869571978,93.6997642502,65.6485390014,57.3687945306,56.8679953404,58.418350618,64.0228989137,79.88059796,95.6805745497,68.5343915364,81.8387933156,84.6175867913,72.7335387091,94.0181662627,95.6805745497,94.0181662627,119.567125779,119.567125779,95.414571711,78.3719234331
28,0.0,0.0,0.0,0.0,10000000012.4,0.0,12.4271363532,10000000031.3,10000000016.9,10000000017.9,10000000125.7,10000000039.5,10000000034.1,10000000046.1,10000000047.0,10000000056.8,10000000079.6,10000000107.2,10000000103.3,10000000096.3,10000000102.1,10000000110.6,10000000082.5,10000000074.2,10000000073.7,10000000075.3,10000000080.9,10000000096.7,10000000112.5,10000000085.4,10000000098.7,10000000101.5,10000000089.6,10000000110.9,10000000112.5,10000000110.9,10000000136.4,10000000136.4,10000000112.3,10000000095.2
29,10000000012.4,10000000012.4,10000000012.4,10000000012.4,0.0,10000000012.4,10000000000.0,18.922502116,4.43249364074,5.47519490114,113.271240654,27.1035716237,21.6639484929,33.7102983025,34.6157100614,44.34259088,67.1875272055,94.7396755281,90.8342962526,83.8858351762,89.7194508385,98.132257891,70.0810326421,61.8012881714,61.3004889811,62.8508442587,68.4553925544,84.3130916007,100.11306819,72.9668851772,86.2712869564,89.0500804321,77.1660323499,98.4506599035,100.11306819,98.4506599035,123.999619419,123.999619419,99.8470653517,82.8044170738
30,12.4271363532,12.4271363532,12.4271363532,12.4271363532,10000000000.0,12.4271363532,0.0,10000000018.9,10000000004.4,10000000005.5,10000000113.3,10000000027.1,10000000021.7,10000000033.7,10000000034.6,10000000044.3,10000000067.2,10000000094.7,10000000090.8,10000000083.9,10000000089.7,10000000098.1,10000000070.1,10000000061.8,10000000061.3,10000000062.9,10000000068.5,10000000084.3,10000000100.1,10000000073.0,10000000086.3,10000000089.1,10000000077.2,10000000098.5,10000000100.1,10000000098.5,10000000124.0,10000000124.0,10000000099.8,10000000082.8
31,0.0,0.0,0.0,0.0,10000000012.4,0.0,12.4271363532,10000000031.3,10000000016.9,10000000017.9,10000000125.7,10000000039.5,10000000034.1,10000000046.1,10000000047.0,10000000056.8,10000000079.6,10000000107.2,10000000103.3,10000000096.3,10000000102.1,10000000110.6,10000000082.5,10000000074.2,10000000073.7,10000000075.3,10000000080.9,10000000096.7,10000000112.5,10000000085.4,10000000098.7,10000000101.5,10000000089.6,10000000110.9,10000000112.5,10000000110.9,10000000136.4,10000000136.4,10000000112.3,10000000095.2
32,10000000065.7,10000000065.7,10000000065.7,10000000065.7,53.2509509165,10000000065.7,10000000053.3,63.308465751,48.8184572757,47.7757560153,71.2463121645,26.1473792927,39.1350215637,32.7541059715,33.6595177304,37.791396822,25.1625987162,52.7147470388,48.8093677633,41.8609066869,47.6945223492,56.1073294016,28.0561041528,19.776359682,19.2755604918,27.5464275774,26.4304640651,52.3215789838,58.0881397011,30.9419566878,44.246358467,47.0251519427,45.1745197329,66.4591472865,58.0881397011,66.4591472865,81.9746909301,81.9746909301,57.8221368624,50.8129044569
33,10000000084.4,10000000084.4,10000000084.4,10000000084.4,71.9381919562,10000000084.4,10000000071.9,81.9957067908,67.5056983155,66.4629970551,85.8509376413,44.8346203325,51.4688565496,38.2278936537,37.3224818948,27.5956010762,30.5246433712,67.3193725156,63.4139932401,56.4655321636,62.299147826,70.7119548784,42.6607296296,34.3809851588,33.8801859686,12.4002517619,26.5612857408,19.9932224733,36.5976145545,38.2440878926,42.5699852141,25.5346267961,5.22784039363,26.5124679472,36.5976145545,26.5124679472,60.4841657834,60.4841657834,60.613308809,32.3370948204
34,0.0,0.0,0.0,0.0,10000000012.4,0.0,12.4271363532,10000000031.3,10000000016.9,10000000017.9,10000000125.7,10000000039.5,10000000034.1,10000000046.1,10000000047.0,10000000056.8,10000000079.6,10000000107.2,10000000103.3,10000000096.3,10000000102.1,10000000110.6,10000000082.5,10000000074.2,10000000073.7,10000000075.3,10000000080.9,10000000096.7,10000000112.5,10000000085.4,10000000098.7,10000000101.5,10000000089.6,10000000110.9,10000000112.5,10000000110.9,10000000136.4,10000000136.4,10000000112.3,10000000095.2
35,0.0,0.0,0.0,0.0,10000000012.4,0.0,12.4271363532,10000000031.3,10000000016.9,10000000017.9,10000000125.7,10000000039.5,10000000034.1,10000000046.1,10000000047.0,10000000056.8,10000000079.6,10000000107.2,10000000103.3,10000000096.3,10000000102.1,10000000110.6,10000000082.5,10000000074.2,10000000073.7,10000000075.3,10000000080.9,10000000096.7,10000000112.5,10000000085.4,10000000098.7,10000000101.5,10000000089.6,10000000110.9,10000000112.5,10000000110.9,10000000136.4,10000000136.4,10000000112.3,10000000095.2
36,10000000039.2,10000000039.2,10000000039.2,10000000039.2,26.8143718624,10000000039.2,10000000026.8,7.89186974641,22.3818782217,23.4245794821,131.220625235,45.0529562047,39.6133330738,51.6596828834,52.5650946424,62.291975461,85.1369117865,112.689060109,108.783680834,101.835219757,107.668835419,116.081642472,88.0304172231,79.7506727523,79.2498735621,80.8002288397,86.4047771354,102.262476182,118.062452771,90.9162697581,104.220671537,106.999465013,95.1154169308,116.400044484,118.062452771,116.400044484,141.949004,141.949004,117.796449933,100.753801655
37,10000000047.0,10000000047.0,10000000047.0,10000000047.0,34.6157100614,10000000047.0,10000000034.6,44.673224896,30.1832164207,29.1405151603,93.6798074678,7.5121384377,14.1463746548,0.905411758952,0.0,9.7268808186,34.947157138,75.1482423421,71.2428630666,64.2944019901,70.1280176525,78.5408247049,50.4895994561,42.2098549853,41.7090557951,28.2351341973,42.3961681762,49.6973815393,72.8508669918,53.3754519911,66.6798537703,61.7878792334,42.5503222884,63.834949842,72.8508669918,63.834949842,96.7374182208,96.7374182208,80.2556321657,48.1887070124
38,10000000089.6,10000000089.6,10000000089.6,10000000089.6,77.1660323499,10000000089.6,10000000077.2,87.2235471844,72.7335387091,71.6908374487,91.0787780349,50.0624607261,56.6966969432,43.4557340474,42.5503222884,32.8234414698,35.7524837648,72.5472129092,68.6418336337,61.6933725573,67.5269882196,75.9397952721,47.8885700232,39.6088255524,39.1080263622,17.6280921555,27.5827807477,25.2210628669,31.3697741608,38.248230443,42.5741277645,20.3067864025,0.0,21.2846275536,31.3697741608,21.2846275536,55.2563253898,55.2563253898,60.6174513594,37.564935214
39,10000000083.3,10000000083.3,10000000083.3,10000000083.3,70.87713651,10000000083.3,10000000070.9,80.9346513445,66.4446428692,65.4019416088,84.7898821951,43.7735648862,50.4078011033,37.1668382075,36.2614264485,26.5345456299,29.4635879249,66.2583170693,62.3529377938,55.4044767174,61.2380923797,69.6508994322,41.5996741833,33.3199297125,32.8191305223,11.3391963156,25.5002302945,32.784713901,55.9381993536,44.4855267184,50.3583834951,44.8752115952,25.6376546502,46.9222822038,55.9381993536,46.9222822038,79.8247505825,79.8247505825,68.40170709,11.9272805638
