,WildFire - 2 year return period_mean,rawmean,normed
0,43.7401313782,43.7401313782,0.471904347643
1,43.7401313782,43.7401313782,0.471904347643
2,43.7401313782,43.7401313782,0.471904347643
3,43.7401313782,43.7401313782,0.471904347643
4,43.7401313782,43.7401313782,0.471904347643
5,43.7401313782,43.7401313782,0.471904347643
6,43.7401313782,43.7401313782,0.471904347643
7,43.7401313782,43.7401313782,0.471904347643
8,43.7401313782,43.7401313782,0.471904347643
9,43.7401313782,43.7401313782,0.471904347643
10,43.7401313782,43.7401313782,0.471904347643
11,43.7401313782,43.7401313782,0.471904347643
12,43.7401313782,43.7401313782,0.471904347643
13,43.7401313782,43.7401313782,0.471904347643
14,43.7401313782,43.7401313782,0.471904347643
15,43.7401313782,43.7401313782,0.471904347643
16,43.7401313782,43.7401313782,0.471904347643
17,43.7401313782,43.7401313782,0.471904347643
18,43.7401313782,43.7401313782,0.471904347643
19,43.7401313782,43.7401313782,0.471904347643
20,43.7401313782,43.7401313782,0.471904347643
21,43.7401313782,43.7401313782,0.471904347643
22,43.7401313782,43.7401313782,0.471904347643
23,43.7401313782,43.7401313782,0.471904347643
24,43.7401313782,43.7401313782,0.471904347643
25,43.7401313782,43.7401313782,0.471904347643
26,43.7401313782,43.7401313782,0.471904347643
27,43.7401313782,43.7401313782,0.471904347643
28,43.7401313782,43.7401313782,0.471904347643
29,43.7401313782,43.7401313782,0.471904347643
30,43.7401313782,43.7401313782,0.471904347643
31,43.7401313782,43.7401313782,0.471904347643
32,43.7401313782,43.7401313782,0.471904347643
33,43.7401313782,43.7401313782,0.471904347643
34,43.7401313782,43.7401313782,0.471904347643
35,43.7401313782,43.7401313782,0.471904347643
36,43.7401313782,43.7401313782,0.471904347643
37,43.7401313782,43.7401313782,0.471904347643
38,43.7401313782,43.7401313782,0.471904347643
39,43.7401313782,43.7401313782,0.471904347643
40,43.7401313782,43.7401313782,0.471904347643
41,43.7401313782,43.7401313782,0.471904347643
42,43.7401313782,43.7401313782,0.471904347643
43,43.7401313782,43.7401313782,0.471904347643
44,43.7401313782,43.7401313782,0.471904347643
45,43.7401313782,43.7401313782,0.471904347643
46,43.7401313782,43.7401313782,0.471904347643
47,43.7401313782,43.7401313782,0.471904347643
48,43.7401313782,43.7401313782,0.471904347643
49,43.7401313782,43.7401313782,0.471904347643
50,43.7401313782,43.7401313782,0.471904347643
51,43.7401313782,43.7401313782,0.471904347643
52,43.7401313782,43.7401313782,0.471904347643
53,43.7401313782,43.7401313782,0.471904347643
54,43.7401313782,43.7401313782,0.471904347643
55,43.7401313782,43.7401313782,0.471904347643
56,43.7401313782,43.7401313782,0.471904347643
57,43.7401313782,43.7401313782,0.471904347643
58,43.7401313782,43.7401313782,0.471904347643
59,43.7401313782,43.7401313782,0.471904347643
60,43.7401313782,43.7401313782,0.471904347643
61,43.7401313782,43.7401313782,0.471904347643
62,43.7401313782,43.7401313782,0.471904347643
63,43.7401313782,43.7401313782,0.471904347643
64,43.7401313782,43.7401313782,0.471904347643
65,43.7401313782,43.7401313782,0.471904347643
66,43.7401313782,43.7401313782,0.471904347643
67,43.7401313782,43.7401313782,0.471904347643
68,43.7401313782,43.7401313782,0.471904347643
69,43.7401313782,43.7401313782,0.471904347643
70,43.7401313782,43.7401313782,0.471904347643
71,43.7401313782,43.7401313782,0.471904347643
72,43.7401313782,43.7401313782,0.471904347643
73,43.7401313782,43.7401313782,0.471904347643
74,43.7401313782,43.7401313782,0.471904347643
75,43.7401313782,43.7401313782,0.471904347643
76,43.7401313782,43.7401313782,0.471904347643
77,43.7401313782,43.7401313782,0.471904347643
78,43.7401313782,43.7401313782,0.471904347643
79,43.7401313782,43.7401313782,0.471904347643
80,43.7401313782,43.7401313782,0.471904347643
81,43.7401313782,43.7401313782,0.471904347643
82,43.7401313782,43.7401313782,0.471904347643
83,43.7401313782,43.7401313782,0.471904347643
84,43.7401313782,43.7401313782,0.471904347643
85,43.7401313782,43.7401313782,0.471904347643
86,43.7401313782,43.7401313782,0.471904347643
87,43.7401313782,43.7401313782,0.471904347643
88,43.7401313782,43.7401313782,0.471904347643
89,43.7401313782,43.7401313782,0.471904347643
90,43.7401313782,43.7401313782,0.471904347643
91,43.7401313782,43.7401313782,0.471904347643
92,43.7401313782,43.7401313782,0.471904347643
93,43.7401313782,43.7401313782,0.471904347643
94,43.7401313782,43.7401313782,0.471904347643
95,43.7401313782,43.7401313782,0.471904347643
96,43.7401313782,43.7401313782,0.471904347643
97,43.7401313782,43.7401313782,0.471904347643
98,43.7401313782,43.7401313782,0.471904347643
99,43.7401313782,43.7401313782,0.471904347643
100,43.7401313782,43.7401313782,0.471904347643
101,43.7401313782,43.7401313782,0.471904347643
102,43.7401313782,43.7401313782,0.471904347643
103,43.7401313782,43.7401313782,0.471904347643
104,43.7401313782,43.7401313782,0.471904347643
105,43.7401313782,43.7401313782,0.471904347643
106,43.7401313782,43.7401313782,0.471904347643
107,43.7401313782,43.7401313782,0.471904347643
108,43.7401313782,43.7401313782,0.471904347643
109,43.7401313782,43.7401313782,0.471904347643
110,43.7401313782,43.7401313782,0.471904347643
111,43.7401313782,43.7401313782,0.471904347643
112,43.7401313782,43.7401313782,0.471904347643
113,43.7401313782,43.7401313782,0.471904347643
114,43.7401313782,43.7401313782,0.471904347643
115,43.7401313782,43.7401313782,0.471904347643
116,43.7401313782,43.7401313782,0.471904347643
117,43.7401313782,43.7401313782,0.471904347643
118,43.7401313782,43.7401313782,0.471904347643
119,43.7401313782,43.7401313782,0.471904347643
120,43.7401313782,43.7401313782,0.471904347643
121,43.7401313782,43.7401313782,0.471904347643
122,43.7401313782,43.7401313782,0.471904347643
123,43.7401313782,43.7401313782,0.471904347643
124,43.7401313782,43.7401313782,0.471904347643
125,43.7401313782,43.7401313782,0.471904347643
126,43.7401313782,43.7401313782,0.471904347643
127,43.7401313782,43.7401313782,0.471904347643
128,43.7401313782,43.7401313782,0.471904347643
129,43.7401313782,43.7401313782,0.471904347643
130,43.7401313782,43.7401313782,0.471904347643
131,43.7401313782,43.7401313782,0.471904347643
132,43.7401313782,43.7401313782,0.471904347643
133,43.7401313782,43.7401313782,0.471904347643
134,43.7401313782,43.7401313782,0.471904347643
135,43.7401313782,43.7401313782,0.471904347643
136,43.7401313782,43.7401313782,0.471904347643
137,43.7401313782,43.7401313782,0.471904347643
138,43.7401313782,43.7401313782,0.471904347643
139,43.7401313782,43.7401313782,0.471904347643
140,43.7401313782,43.7401313782,0.471904347643
141,43.7401313782,43.7401313782,0.471904347643
142,43.7401313782,43.7401313782,0.471904347643
143,43.7401313782,43.7401313782,0.471904347643
144,43.7401313782,43.7401313782,0.471904347643
145,43.7401313782,43.7401313782,0.471904347643
146,43.7401313782,43.7401313782,0.471904347643
147,43.7401313782,43.7401313782,0.471904347643
148,43.7401313782,43.7401313782,0.471904347643
149,43.7401313782,43.7401313782,0.471904347643
150,43.7401313782,43.7401313782,0.471904347643
151,43.7401313782,43.7401313782,0.471904347643
152,43.7401313782,43.7401313782,0.471904347643
153,43.7401313782,43.7401313782,0.471904347643
154,43.7401313782,43.7401313782,0.471904347643
155,43.7401313782,43.7401313782,0.471904347643
156,43.7401313782,43.7401313782,0.471904347643
157,43.7401313782,43.7401313782,0.471904347643
158,43.7401313782,43.7401313782,0.471904347643
159,43.7401313782,43.7401313782,0.471904347643
160,43.7401313782,43.7401313782,0.471904347643
161,43.7401313782,43.7401313782,0.471904347643
162,43.7401313782,43.7401313782,0.471904347643
163,43.7401313782,43.7401313782,0.471904347643
164,43.7401313782,43.7401313782,0.471904347643
165,43.7401313782,43.7401313782,0.471904347643
166,43.7401313782,43.7401313782,0.471904347643
167,43.7401313782,43.7401313782,0.471904347643
168,43.7401313782,43.7401313782,0.471904347643
169,43.7401313782,43.7401313782,0.471904347643
170,43.7401313782,43.7401313782,0.471904347643
171,43.7401313782,43.7401313782,0.471904347643
172,43.7401313782,43.7401313782,0.471904347643
173,43.7401313782,43.7401313782,0.471904347643
174,43.7401313782,43.7401313782,0.471904347643
175,43.7401313782,43.7401313782,0.471904347643
176,43.7401313782,43.7401313782,0.471904347643
177,43.7401313782,43.7401313782,0.471904347643
178,43.7401313782,43.7401313782,0.471904347643
179,43.7401313782,43.7401313782,0.471904347643
180,43.7401313782,43.7401313782,0.471904347643
181,43.7401313782,43.7401313782,0.471904347643
182,43.7401313782,43.7401313782,0.471904347643
183,43.7401313782,43.7401313782,0.471904347643
184,43.7401313782,43.7401313782,0.471904347643
185,43.7401313782,43.7401313782,0.471904347643
186,43.7401313782,43.7401313782,0.471904347643
187,43.7401313782,43.7401313782,0.471904347643
188,43.7401313782,43.7401313782,0.471904347643
189,43.7401313782,43.7401313782,0.471904347643
190,43.7401313782,43.7401313782,0.471904347643
191,43.7401313782,43.7401313782,0.471904347643
192,36.5311546326,36.5311546326,0.330762308468
193,43.7401313782,43.7401313782,0.471904347643
194,43.7401313782,43.7401313782,0.471904347643
195,43.7401313782,43.7401313782,0.471904347643
196,43.7401313782,43.7401313782,0.471904347643
197,43.7401313782,43.7401313782,0.471904347643
198,43.7401313782,43.7401313782,0.471904347643
199,43.7401313782,43.7401313782,0.471904347643
200,43.7401313782,43.7401313782,0.471904347643
201,43.7401313782,43.7401313782,0.471904347643
202,43.7401313782,43.7401313782,0.471904347643
203,36.5311546326,36.5311546326,0.330762308468
204,43.7401313782,43.7401313782,0.471904347643
205,43.7401313782,43.7401313782,0.471904347643
206,43.7401313782,43.7401313782,0.471904347643
207,43.7401313782,43.7401313782,0.471904347643
208,36.5311546326,36.5311546326,0.330762308468
209,43.7401313782,43.7401313782,0.471904347643
210,36.5311546326,36.5311546326,0.330762308468
211,36.5311546326,36.5311546326,0.330762308468
212,43.7401313782,43.7401313782,0.471904347643
213,43.7401313782,43.7401313782,0.471904347643
214,36.5311546326,36.5311546326,0.330762308468
215,36.5311546326,36.5311546326,0.330762308468
216,29.3221759796,29.3221759796,0.18962023195
217,29.3221759796,29.3221759796,0.18962023195
218,29.3221759796,29.3221759796,0.18962023195
219,29.3221759796,29.3221759796,0.18962023195
220,29.3221759796,29.3221759796,0.18962023195
221,29.3221759796,29.3221759796,0.18962023195
222,29.3221759796,29.3221759796,0.18962023195
223,29.3221759796,29.3221759796,0.18962023195
224,29.3221759796,29.3221759796,0.18962023195
225,29.3221759796,29.3221759796,0.18962023195
226,29.3221759796,29.3221759796,0.18962023195
227,29.3221759796,29.3221759796,0.18962023195
228,29.3221759796,29.3221759796,0.18962023195
229,29.3221759796,29.3221759796,0.18962023195
230,29.3221759796,29.3221759796,0.18962023195
