,Extreme Heat - 20 year return period_mean,rawmean,normed
123,34.016998291,34.016998291,0.96380871175
124,34.0029983521,34.0029983521,0.962746500927
125,34.016998291,34.016998291,0.96380871175
126,34.016998291,34.016998291,0.96380871175
127,34.0029983521,34.0029983521,0.962746500927
128,34.0029983521,34.0029983521,0.962746500927
129,34.0029983521,34.0029983521,0.962746500927
130,34.016998291,34.016998291,0.96380871175
131,34.016998291,34.016998291,0.96380871175
132,34.016998291,34.016998291,0.96380871175
133,34.0029983521,34.0029983521,0.962746500927
134,34.0029983521,34.0029983521,0.962746500927
135,34.0029983521,34.0029983521,0.962746500927
136,34.016998291,34.016998291,0.96380871175
137,34.016998291,34.016998291,0.96380871175
138,34.0099983215,34.0099983215,0.963277606338
139,34.0029983521,34.0029983521,0.962746500927
140,34.016998291,34.016998291,0.96380871175
