"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,250,"VNM","Vietnam","VIET NAM","Viet Nam","Viet Nam","Annam|Cochin-China|Tongking","","","Viêt Nam ","Vietnam ","<U+0412><U+044C><U+0435><U+0442><U+043D><U+0430><U+043C>","<U+0641><U+064A><U+062A><U+0646><U+0627><U+0645>","<U+8D8A><U+5357> ","","North Vietnam|South Vietnam","Vietnam","VN","","VM","704","Unknown","Present","78136913","327122.594","238.86125395545133","South-Eastern Asia","Asia","1","","","","East Asia & Pacific","Low income","Less indebted","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
