time,speed,category,start_lat,start_lon,end_lat,end_lon,is_fixed,iri,distance,suspension,Line_Geometry,VPROMMS_ID
08:57:37 2017-April-26,34.71,FAIR,20.10907121,105.7828521,20.10991544,105.78244876,True,5.26,102.54,SUV,"LINESTRING (105.7828521 20.10907121, 105.78244876 20.10991544)",217b_1
08:57:49 2017-April-26,31.96,FAIR,20.10991544,105.78244876,20.110811,105.78209789,True,5.15,105.72,SUV,"LINESTRING (105.78244876 20.10991544, 105.78209789 20.110811)",217b_1
08:58:01 2017-April-26,32.94,FAIR,20.110811,105.78209789,20.11167652,105.78163287,True,5.31,107.45,SUV,"LINESTRING (105.78209789 20.110811, 105.78163287 20.11167652)",217b_1
08:58:12 2017-April-26,35.48,FAIR,20.11167652,105.78163287,20.11232641,105.78086777,True,5.87,107.6,SUV,"LINESTRING (105.78163287 20.11167652, 105.78086777 20.11232641)",217b_1
08:58:22 2017-April-26,38.89,FAIR,20.11232641,105.78086777,20.11286097,105.77999907,True,5.97,108.42,SUV,"LINESTRING (105.78086777 20.11232641, 105.77999907 20.11286097)",217b_1
08:58:31 2017-April-26,41.51,POOR,20.11286097,105.77999907,20.11329188,105.77914218,True,6.15,101.51,SUV,"LINESTRING (105.77999907 20.11286097, 105.77914218 20.11329188)",217b_1
08:58:40 2017-April-26,40.74,POOR,20.11329188,105.77914218,20.11383297,105.77837591,True,6.61,100.05,SUV,"LINESTRING (105.77914218 20.11329188, 105.77837591 20.11383297)",217b_1
08:58:50 2017-April-26,37.85,FAIR,20.11383297,105.77837591,20.11457352,105.77771097,True,5.8,107.5,SUV,"LINESTRING (105.77837591 20.11383297, 105.77771097 20.11457352)",217b_1
08:59:00 2017-April-26,38.37,FAIR,20.11457352,105.77771097,20.11526381,105.77700279,True,5.31,106.42,SUV,"LINESTRING (105.77771097 20.11457352, 105.77700279 20.11526381)",217b_1
08:59:10 2017-April-26,37.15,FAIR,20.11526381,105.77700279,20.11590951,105.77627641,True,5.53,104.3,SUV,"LINESTRING (105.77700279 20.11526381, 105.77627641 20.11590951)",217b_1
08:59:20 2017-April-26,38.4,FAIR,20.11590951,105.77627641,20.1165788,105.77552506,True,5.88,108.0,SUV,"LINESTRING (105.77627641 20.11590951, 105.77552506 20.1165788)",217b_1
08:59:30 2017-April-26,37.03,FAIR,20.1165788,105.77552506,20.11724093,105.77481779,True,5.4,104.13,SUV,"LINESTRING (105.77552506 20.1165788, 105.77481779 20.11724093)",217b_1
08:59:41 2017-April-26,34.45,POOR,20.11724093,105.77481779,20.1178951,105.77410357,True,6.3,104.03,SUV,"LINESTRING (105.77481779 20.11724093, 105.77410357 20.1178951)",217b_1
08:59:52 2017-April-26,33.52,FAIR,20.1178951,105.77410357,20.11853723,105.77339698,True,5.75,102.53,SUV,"LINESTRING (105.77410357 20.1178951, 105.77339698 20.11853723)",217b_1
09:00:04 2017-April-26,32.66,FAIR,20.11853723,105.77339698,20.1191893,105.77264872,True,5.91,106.46,SUV,"LINESTRING (105.77339698 20.11853723, 105.77264872 20.1191893)",217b_1
09:00:15 2017-April-26,35.14,FAIR,20.1191893,105.77264872,20.11989104,105.77191908,True,5.02,108.89,SUV,"LINESTRING (105.77264872 20.1191893, 105.77191908 20.11989104)",217b_1
09:00:26 2017-April-26,35.95,POOR,20.11989104,105.77191908,20.12060991,105.77119949,True,6.99,109.52,SUV,"LINESTRING (105.77191908 20.11989104, 105.77119949 20.12060991)",217b_1
09:00:37 2017-April-26,33.3,POOR,20.12060991,105.77119949,20.12129982,105.7705473,True,6.13,102.39,SUV,"LINESTRING (105.77119949 20.12060991, 105.7705473 20.12129982)",217b_1
09:00:47 2017-April-26,35.88,POOR,20.12129982,105.7705473,20.12197574,105.76986308,True,6.03,103.53,SUV,"LINESTRING (105.7705473 20.12129982, 105.76986308 20.12197574)",217b_1
09:00:57 2017-April-26,37.32,POOR,20.12197574,105.76986308,20.12265753,105.76919588,True,6.28,102.78,SUV,"LINESTRING (105.76986308 20.12197574, 105.76919588 20.12265753)",217b_1
09:01:07 2017-April-26,37.21,FAIR,20.12265753,105.76919588,20.12332246,105.76854645,True,5.57,100.15,SUV,"LINESTRING (105.76919588 20.12265753, 105.76854645 20.12332246)",217b_1
09:01:18 2017-April-26,34.24,POOR,20.12332246,105.76854645,20.12400454,105.76790784,True,6.43,100.8,SUV,"LINESTRING (105.76854645 20.12332246, 105.76790784 20.12400454)",217b_1
09:01:29 2017-April-26,35.19,POOR,20.12400454,105.76790784,20.1247279,105.7671709,True,6.79,111.13,SUV,"LINESTRING (105.76790784 20.12400454, 105.7671709 20.1247279)",217b_1
09:01:39 2017-April-26,36.55,POOR,20.1247279,105.7671709,20.1253723,105.76647914,True,6.57,101.59,SUV,"LINESTRING (105.7671709 20.1247279, 105.76647914 20.1253723)",217b_1
09:01:50 2017-April-26,33.7,POOR,20.1253723,105.76647914,20.12601159,105.76578336,True,7.01,101.5,SUV,"LINESTRING (105.76647914 20.1253723, 105.76578336 20.12601159)",217b_1
09:02:01 2017-April-26,35.19,FAIR,20.12601159,105.76578336,20.1267178,105.76504122,True,5.33,110.16,SUV,"LINESTRING (105.76578336 20.12601159, 105.76504122 20.1267178)",217b_1
09:02:11 2017-April-26,37.15,FAIR,20.1267178,105.76504122,20.12735416,105.76433513,True,5.94,102.05,SUV,"LINESTRING (105.76504122 20.1267178, 105.76433513 20.12735416)",217b_1
09:02:23 2017-April-26,32.28,FAIR,20.12735416,105.76433513,20.12803519,105.76356324,True,5.81,110.45,SUV,"LINESTRING (105.76433513 20.12735416, 105.76356324 20.12803519)",217b_1
09:02:34 2017-April-26,34.67,FAIR,20.12803519,105.76356324,20.12870566,105.76284265,True,5.54,105.77,SUV,"LINESTRING (105.76356324 20.12803519, 105.76284265 20.12870566)",217b_1
09:02:45 2017-April-26,36.48,FAIR,20.12870566,105.76284265,20.1293589,105.7620597,True,5.71,109.23,SUV,"LINESTRING (105.76284265 20.12870566, 105.7620597 20.1293589)",217b_1
09:02:55 2017-April-26,37.91,FAIR,20.1293589,105.7620597,20.12977728,105.76114909,True,5.14,105.88,SUV,"LINESTRING (105.7620597 20.1293589, 105.76114909 20.12977728)",217b_1
09:03:04 2017-April-26,40.61,FAIR,20.12977728,105.76114909,20.13009659,105.76021777,True,5.74,103.6,SUV,"LINESTRING (105.76114909 20.12977728, 105.76021777 20.13009659)",217b_1
09:03:15 2017-April-26,36.58,POOR,20.13009659,105.76021777,20.13045131,105.75925763,True,6.73,107.8,SUV,"LINESTRING (105.76021777 20.13009659, 105.75925763 20.13045131)",217b_1
09:03:27 2017-April-26,30.31,POOR,20.13045131,105.75925763,20.13073051,105.75834082,True,7.39,100.72,SUV,"LINESTRING (105.75925763 20.13045131, 105.75834082 20.13073051)",217b_1
09:03:38 2017-April-26,32.69,POOR,20.13073051,105.75834082,20.13096919,105.7574028,True,7.62,101.58,SUV,"LINESTRING (105.75834082 20.13073051, 105.7574028 20.13096919)",217b_1
09:03:48 2017-April-26,36.79,POOR,20.13096919,105.7574028,20.13123301,105.75643963,True,7.34,104.86,SUV,"LINESTRING (105.7574028 20.13096919, 105.75643963 20.13123301)",217b_1
09:03:57 2017-April-26,39.9,POOR,20.13123301,105.75643963,20.13144557,105.75550555,True,7.28,100.46,SUV,"LINESTRING (105.75643963 20.13123301, 105.75550555 20.13144557)",217b_1
09:04:06 2017-April-26,41.7,POOR,20.13144557,105.75550555,20.13168605,105.75455178,True,7.37,103.22,SUV,"LINESTRING (105.75550555 20.13144557, 105.75455178 20.13168605)",217b_1
09:04:17 2017-April-26,36.42,POOR,20.13168605,105.75455178,20.13204974,105.75358534,True,6.53,108.78,SUV,"LINESTRING (105.75455178 20.13168605, 105.75358534 20.13204974)",217b_1
09:04:27 2017-April-26,37.35,POOR,20.13204974,105.75358534,20.13260018,105.75279376,True,8.34,102.78,SUV,"LINESTRING (105.75358534 20.13204974, 105.75279376 20.13260018)",217b_1
09:04:37 2017-April-26,36.58,POOR,20.13260018,105.75279376,20.13328942,105.75216662,True,7.04,100.61,SUV,"LINESTRING (105.75279376 20.13260018, 105.75216662 20.13328942)",217b_1
09:04:47 2017-April-26,38.05,POOR,20.13328942,105.75216662,20.13403428,105.7515135,True,7.63,107.07,SUV,"LINESTRING (105.75216662 20.13328942, 105.7515135 20.13403428)",217b_1
09:04:56 2017-April-26,40.47,POOR,20.13403428,105.7515135,20.13477424,105.75094169,True,7.04,101.42,SUV,"LINESTRING (105.7515135 20.13403428, 105.75094169 20.13477424)",217b_1
09:05:06 2017-April-26,36.22,POOR,20.13477424,105.75094169,20.13548976,105.75035278,True,7.82,100.33,SUV,"LINESTRING (105.75094169 20.13477424, 105.75035278 20.13548976)",217b_1
09:05:16 2017-April-26,38.33,FAIR,20.13548976,105.75035278,20.13622133,105.74969186,True,5.3,106.46,SUV,"LINESTRING (105.75035278 20.13548976, 105.74969186 20.13622133)",217b_1
09:05:26 2017-April-26,38.81,FAIR,20.13622133,105.74969186,20.13688618,105.74894118,True,5.12,107.6,SUV,"LINESTRING (105.74969186 20.13622133, 105.74894118 20.13688618)",217b_1
09:05:36 2017-April-26,37.88,FAIR,20.13688618,105.74894118,20.1375041,105.74815077,True,5.02,107.28,SUV,"LINESTRING (105.74894118 20.13688618, 105.74815077 20.1375041)",217b_1
09:05:46 2017-April-26,39.63,FAIR,20.1375041,105.74815077,20.13816191,105.74735357,True,5.41,110.68,SUV,"LINESTRING (105.74815077 20.1375041, 105.74735357 20.13816191)",217b_1
09:05:57 2017-April-26,35.62,FAIR,20.13816191,105.74735357,20.13888338,105.74670556,True,4.95,104.74,SUV,"LINESTRING (105.74735357 20.13816191, 105.74670556 20.13888338)",217b_1
09:06:34 2017-April-26,20.13,POOR,20.13955398,105.746135,20.14034619,105.74557308,True,6.87,105.56,SUV,"LINESTRING (105.746135 20.13955398, 105.74557308 20.14034619)",217b_1
09:06:49 2017-April-26,24.62,POOR,20.14034619,105.74557308,20.14112143,105.74501929,True,7.74,103.53,SUV,"LINESTRING (105.74557308 20.14034619, 105.74501929 20.14112143)",217b_1
09:07:01 2017-April-26,32.36,POOR,20.14112143,105.74501929,20.14163918,105.74415604,True,8.24,106.92,SUV,"LINESTRING (105.74501929 20.14112143, 105.74415604 20.14163918)",217b_1
09:07:13 2017-April-26,30.49,POOR,20.14163918,105.74415604,20.14196197,105.74321768,True,8.62,104.41,SUV,"LINESTRING (105.74415604 20.14163918, 105.74321768 20.14196197)",217b_1
09:07:25 2017-April-26,31.35,POOR,20.14196197,105.74321768,20.14229314,105.74230229,True,8.7,102.49,SUV,"LINESTRING (105.74321768 20.14196197, 105.74230229 20.14229314)",217b_1
09:07:53 2017-April-26,22.79,POOR,20.14254439,105.74178941,20.14292249,105.74084334,True,9.35,107.41,SUV,"LINESTRING (105.74178941 20.14254439, 105.74084334 20.14292249)",217b_1
09:08:04 2017-April-26,32.44,POOR,20.14292249,105.74084334,20.14332608,105.73996106,True,10.19,102.5,SUV,"LINESTRING (105.74084334 20.14292249, 105.73996106 20.14332608)",217b_1
09:09:05 2017-April-26,23.63,FAIR,20.14399894,105.73835174,20.14453069,105.73754154,True,5.65,103.15,SUV,"LINESTRING (105.73835174 20.14399894, 105.73754154 20.14453069)",217b_1
09:09:17 2017-April-26,30.83,POOR,20.14453069,105.73754154,20.1452421,105.73690443,True,7.46,103.15,SUV,"LINESTRING (105.73754154 20.14453069, 105.73690443 20.1452421)",217b_1
09:09:28 2017-April-26,34.57,POOR,20.1452421,105.73690443,20.14600008,105.73633472,True,6.95,102.9,SUV,"LINESTRING (105.73690443 20.1452421, 105.73633472 20.14600008)",217b_1
09:09:39 2017-April-26,32.36,POOR,20.14600008,105.73633472,20.14672142,105.73573792,True,6.84,101.34,SUV,"LINESTRING (105.73633472 20.14600008, 105.73573792 20.14672142)",217b_1
09:09:50 2017-April-26,34.69,POOR,20.14672142,105.73573792,20.14740505,105.73503334,True,7.25,105.61,SUV,"LINESTRING (105.73573792 20.14672142, 105.73503334 20.14740505)",217b_1
09:10:00 2017-April-26,35.94,POOR,20.14740505,105.73503334,20.14793131,105.7342384,True,6.58,101.5,SUV,"LINESTRING (105.73503334 20.14740505, 105.7342384 20.14793131)",217b_1
09:10:11 2017-April-26,35.33,POOR,20.14793131,105.7342384,20.14842777,105.73335436,True,6.37,107.53,SUV,"LINESTRING (105.7342384 20.14793131, 105.73335436 20.14842777)",217b_1
09:10:22 2017-April-26,34.28,POOR,20.14842777,105.73335436,20.14889967,105.73246261,True,7.89,106.87,SUV,"LINESTRING (105.73335436 20.14842777, 105.73246261 20.14889967)",217b_1
09:10:33 2017-April-26,35.21,POOR,20.14889967,105.73246261,20.14936914,105.7315639,True,8.23,107.38,SUV,"LINESTRING (105.73246261 20.14889967, 105.7315639 20.14936914)",217b_1
09:10:44 2017-April-26,33.76,POOR,20.14936914,105.7315639,20.14984134,105.73071959,True,6.78,102.59,SUV,"LINESTRING (105.7315639 20.14936914, 105.73071959 20.14984134)",217b_1
09:11:01 2017-April-26,22.4,POOR,20.14984134,105.73071959,20.15035594,105.72992859,True,7.17,100.42,SUV,"LINESTRING (105.73071959 20.14984134, 105.72992859 20.15035594)",217b_1
09:11:37 2017-April-26,21.09,POOR,20.15085245,105.72910943,20.1513997,105.72833,True,8.51,101.54,SUV,"LINESTRING (105.72910943 20.15085245, 105.72833 20.1513997)",217b_1
09:11:55 2017-April-26,23.35,POOR,20.1514378,105.72823252,20.15202436,105.72744445,True,6.14,104.9,SUV,"LINESTRING (105.72823252 20.1514378, 105.72744445 20.15202436)",217b_1
09:12:06 2017-April-26,33.01,FAIR,20.15202436,105.72744445,20.15248507,105.72660995,True,4.61,101.06,SUV,"LINESTRING (105.72744445 20.15202436, 105.72660995 20.15248507)",217b_1
09:12:17 2017-April-26,35.43,FAIR,20.15248507,105.72660995,20.153105,105.72579347,True,4.83,109.53,SUV,"LINESTRING (105.72660995 20.15248507, 105.72579347 20.153105)",217b_1
09:12:28 2017-April-26,35.7,FAIR,20.153105,105.72579347,20.15380292,105.72513322,True,5.21,103.61,SUV,"LINESTRING (105.72579347 20.153105, 105.72513322 20.15380292)",217b_1
09:12:38 2017-April-26,38.32,FAIR,20.15380292,105.72513322,20.15452682,105.72446099,True,4.65,106.59,SUV,"LINESTRING (105.72513322 20.15380292, 105.72446099 20.15452682)",217b_1
09:12:49 2017-April-26,35.1,FAIR,20.15452682,105.72446099,20.15517181,105.72370562,True,4.87,106.47,SUV,"LINESTRING (105.72446099 20.15452682, 105.72370562 20.15517181)",217b_1
09:12:59 2017-April-26,35.66,FAIR,20.15517181,105.72370562,20.15570892,105.72291738,True,4.88,101.62,SUV,"LINESTRING (105.72370562 20.15517181, 105.72291738 20.15570892)",217b_1
09:13:08 2017-April-26,40.77,FAIR,20.15570892,105.72291738,20.15623095,105.72209286,True,5.41,103.78,SUV,"LINESTRING (105.72291738 20.15570892, 105.72209286 20.15623095)",217b_1
09:13:17 2017-April-26,42.89,FAIR,20.15623095,105.72209286,20.15675611,105.7212379,True,5.64,106.63,SUV,"LINESTRING (105.72209286 20.15623095, 105.7212379 20.15675611)",217b_1
09:13:26 2017-April-26,43.64,FAIR,20.15675611,105.7212379,20.15724809,105.72035453,True,5.1,107.21,SUV,"LINESTRING (105.7212379 20.15675611, 105.72035453 20.15724809)",217b_1
09:13:35 2017-April-26,43.64,FAIR,20.15724809,105.72035453,20.15784056,105.71951794,True,5.45,109.32,SUV,"LINESTRING (105.72035453 20.15724809, 105.71951794 20.15784056)",217b_1
09:13:44 2017-April-26,41.05,FAIR,20.15784056,105.71951794,20.15847725,105.71880556,True,5.55,102.54,SUV,"LINESTRING (105.71951794 20.15784056, 105.71880556 20.15847725)",217b_1
09:13:54 2017-April-26,39.23,FAIR,20.15847725,105.71880556,20.15916009,105.7180656,True,5.26,108.16,SUV,"LINESTRING (105.71880556 20.15847725, 105.7180656 20.15916009)",217b_1
09:14:04 2017-April-26,38.64,FAIR,20.15916009,105.7180656,20.15986115,105.71732355,True,5.16,109.73,SUV,"LINESTRING (105.7180656 20.15916009, 105.71732355 20.15986115)",217b_1
09:14:14 2017-April-26,39.48,FAIR,20.15986115,105.71732355,20.16057646,105.71659986,True,5.75,109.52,SUV,"LINESTRING (105.71732355 20.15986115, 105.71659986 20.16057646)",217b_1
09:14:24 2017-April-26,39.59,FAIR,20.16057646,105.71659986,20.16117845,105.71578925,True,5.58,107.81,SUV,"LINESTRING (105.71659986 20.16057646, 105.71578925 20.16117845)",217b_1
09:14:33 2017-April-26,39.9,FAIR,20.16117845,105.71578925,20.16168618,105.714984,True,5.24,101.22,SUV,"LINESTRING (105.71578925 20.16117845, 105.714984 20.16168618)",217b_1
09:14:44 2017-April-26,35.96,FAIR,20.16168618,105.714984,20.16224152,105.71410767,True,5.11,110.33,SUV,"LINESTRING (105.714984 20.16168618, 105.71410767 20.16224152)",217b_1
09:14:55 2017-April-26,35.41,FAIR,20.16224152,105.71410767,20.16266158,105.71317853,True,4.86,107.69,SUV,"LINESTRING (105.71410767 20.16224152, 105.71317853 20.16266158)",217b_1
09:15:05 2017-April-26,37.97,FAIR,20.16266158,105.71317853,20.1629951,105.71223959,True,5.19,104.87,SUV,"LINESTRING (105.71317853 20.16266158, 105.71223959 20.1629951)",217b_1
09:15:14 2017-April-26,39.04,FAIR,20.1629951,105.71223959,20.16337731,105.71133988,True,5.03,103.14,SUV,"LINESTRING (105.71223959 20.1629951, 105.71133988 20.16337731)",217b_1
09:15:23 2017-April-26,41.09,FAIR,20.16337731,105.71133988,20.16385743,105.7105213,True,5.36,100.74,SUV,"LINESTRING (105.71133988 20.16337731, 105.7105213 20.16385743)",217b_1
09:15:32 2017-April-26,42.42,FAIR,20.16385743,105.7105213,20.16431831,105.70963115,True,4.93,106.13,SUV,"LINESTRING (105.7105213 20.16385743, 105.70963115 20.16431831)",217b_1
09:15:41 2017-April-26,42.95,FAIR,20.16431831,105.70963115,20.1648866,105.70884417,True,5.61,103.57,SUV,"LINESTRING (105.70963115 20.16431831, 105.70884417 20.1648866)",217b_1
09:15:51 2017-April-26,39.04,FAIR,20.1648866,105.70884417,20.16568037,105.70823799,True,5.54,108.34,SUV,"LINESTRING (105.70884417 20.1648866, 105.70823799 20.16568037)",217b_1
09:16:01 2017-April-26,39.24,FAIR,20.16568037,105.70823799,20.16652874,105.70772024,True,5.26,108.4,SUV,"LINESTRING (105.70823799 20.16568037, 105.70772024 20.16652874)",217b_1
09:16:10 2017-April-26,40.99,FAIR,20.16652874,105.70772024,20.16733936,105.7071931,True,5.29,105.31,SUV,"LINESTRING (105.70772024 20.16652874, 105.7071931 20.16733936)",217b_1
09:16:19 2017-April-26,40.84,FAIR,20.16733936,105.7071931,20.1681159,105.70670368,True,5.29,100.04,SUV,"LINESTRING (105.7071931 20.16733936, 105.70670368 20.1681159)",217b_1
09:16:28 2017-April-26,43.27,FAIR,20.1681159,105.70670368,20.16892483,105.70608577,True,5.68,110.42,SUV,"LINESTRING (105.70670368 20.1681159, 105.70608577 20.16892483)",217b_1
09:16:36 2017-April-26,47.01,FAIR,20.16892483,105.70608577,20.16962703,105.70543491,True,5.1,103.31,SUV,"LINESTRING (105.70608577 20.16892483, 105.70543491 20.16962703)",217b_1
09:16:44 2017-April-26,46.47,FAIR,20.16962703,105.70543491,20.17040579,105.70490551,True,5.1,102.45,SUV,"LINESTRING (105.70543491 20.16962703, 105.70490551 20.17040579)",217b_1
09:16:53 2017-April-26,42.32,FAIR,20.17040579,105.70490551,20.17122814,105.70435549,True,5.38,107.68,SUV,"LINESTRING (105.70490551 20.17040579, 105.70435549 20.17122814)",217b_1
09:17:03 2017-April-26,39.65,FAIR,20.17122814,105.70435549,20.1720867,105.70382726,True,5.62,109.92,SUV,"LINESTRING (105.70435549 20.17122814, 105.70382726 20.1720867)",217b_1
09:17:14 2017-April-26,36.91,FAIR,20.1720867,105.70382726,20.17293696,105.70326601,True,4.99,110.92,SUV,"LINESTRING (105.70382726 20.1720867, 105.70326601 20.17293696)",217b_1
09:17:25 2017-April-26,34.92,FAIR,20.17293696,105.70326601,20.17368345,105.70266553,True,5.17,103.78,SUV,"LINESTRING (105.70326601 20.17293696, 105.70266553 20.17368345)",217b_1
09:17:37 2017-April-26,31.69,FAIR,20.17368345,105.70266553,20.17448572,105.70214359,True,5.31,104.24,SUV,"LINESTRING (105.70266553 20.17368345, 105.70214359 20.17448572)",217b_1
09:17:50 2017-April-26,29.49,FAIR,20.17448572,105.70214359,20.17543321,105.7019933,True,5.49,106.06,SUV,"LINESTRING (105.70214359 20.17448572, 105.7019933 20.17543321)",217b_1
09:18:00 2017-April-26,36.61,FAIR,20.17543321,105.7019933,20.17628285,105.70153289,True,5.2,105.66,SUV,"LINESTRING (105.7019933 20.17543321, 105.70153289 20.17628285)",217b_1
09:18:09 2017-April-26,41.13,FAIR,20.17628285,105.70153289,20.17707418,105.70102503,True,5.66,102.44,SUV,"LINESTRING (105.70153289 20.17628285, 105.70102503 20.17707418)",217b_1
09:18:19 2017-April-26,38.7,FAIR,20.17707418,105.70102503,20.17780751,105.70035221,True,5.83,107.41,SUV,"LINESTRING (105.70102503 20.17707418, 105.70035221 20.17780751)",217b_1
09:18:29 2017-April-26,38.85,FAIR,20.17780751,105.70035221,20.17832162,105.69945786,True,5.31,109.45,SUV,"LINESTRING (105.70035221 20.17780751, 105.69945786 20.17832162)",217b_1
09:18:38 2017-April-26,41.03,FAIR,20.17832162,105.69945786,20.17878836,105.69859603,True,5.4,103.85,SUV,"LINESTRING (105.69945786 20.17832162, 105.69859603 20.17878836)",217b_1
09:18:47 2017-April-26,41.48,FAIR,20.17878836,105.69859603,20.17920189,105.69770738,True,5.7,103.56,SUV,"LINESTRING (105.69859603 20.17878836, 105.69770738 20.17920189)",217b_1
09:18:56 2017-April-26,41.29,FAIR,20.17920189,105.69770738,20.17956277,105.69681664,True,5.31,101.32,SUV,"LINESTRING (105.69770738 20.17920189, 105.69681664 20.17956277)",217b_1
09:19:05 2017-April-26,40.76,FAIR,20.17956277,105.69681664,20.17961604,105.6958373,True,5.75,102.54,SUV,"LINESTRING (105.69681664 20.17956277, 105.6958373 20.17961604)",217b_1
09:19:14 2017-April-26,42.43,FAIR,20.17961604,105.6958373,20.17959177,105.69484287,True,5.39,103.98,SUV,"LINESTRING (105.6958373 20.17961604, 105.69484287 20.17959177)",217b_1
09:19:24 2017-April-26,39.39,FAIR,20.17959177,105.69484287,20.17972529,105.69380703,True,5.92,109.28,SUV,"LINESTRING (105.69484287 20.17959177, 105.69380703 20.17972529)",217b_1
09:19:33 2017-April-26,39.49,FAIR,20.17972529,105.69380703,20.17983858,105.69285653,True,5.81,100.14,SUV,"LINESTRING (105.69380703 20.17972529, 105.69285653 20.17983858)",217b_1
09:19:42 2017-April-26,41.14,FAIR,20.17983858,105.69285653,20.17999217,105.6919035,True,5.52,101.06,SUV,"LINESTRING (105.69285653 20.17983858, 105.6919035 20.17999217)",217b_1
09:19:51 2017-April-26,40.07,FAIR,20.17999217,105.6919035,20.18034488,105.69101812,True,5.14,100.45,SUV,"LINESTRING (105.6919035 20.17999217, 105.69101812 20.18034488)",217b_1
09:20:00 2017-April-26,41.24,FAIR,20.18034488,105.69101812,20.1809423,105.69028739,True,5.08,101.04,SUV,"LINESTRING (105.69101812 20.18034488, 105.69028739 20.1809423)",217b_1
09:20:10 2017-April-26,38.93,FAIR,20.1809423,105.69028739,20.18143541,105.68941684,True,5.16,106.11,SUV,"LINESTRING (105.69028739 20.1809423, 105.68941684 20.18143541)",217b_1
09:20:19 2017-April-26,41.76,FAIR,20.18143541,105.68941684,20.18182069,105.68849576,True,5.43,105.3,SUV,"LINESTRING (105.68941684 20.18143541, 105.68849576 20.18182069)",217b_1
09:20:29 2017-April-26,35.51,FAIR,20.18182069,105.68849576,20.18249836,105.68785069,True,5.41,100.87,SUV,"LINESTRING (105.68849576 20.18182069, 105.68785069 20.18249836)",217b_1
09:20:38 2017-April-26,41.38,FAIR,20.18249836,105.68785069,20.1831612,105.68713898,True,5.45,104.49,SUV,"LINESTRING (105.68785069 20.18249836, 105.68713898 20.1831612)",217b_1
09:20:47 2017-April-26,41.4,FAIR,20.1831612,105.68713898,20.1837823,105.68640565,True,5.56,102.97,SUV,"LINESTRING (105.68713898 20.1831612, 105.68640565 20.1837823)",217b_1
09:20:56 2017-April-26,41.55,FAIR,20.1837823,105.68640565,20.18442863,105.68567458,True,5.55,104.69,SUV,"LINESTRING (105.68640565 20.1837823, 105.68567458 20.18442863)",217b_1
09:21:06 2017-April-26,37.14,FAIR,20.18442863,105.68567458,20.18519947,105.68508684,True,5.05,105.15,SUV,"LINESTRING (105.68567458 20.18442863, 105.68508684 20.18519947)",217b_1
09:21:15 2017-April-26,41.08,FAIR,20.18519947,105.68508684,20.1859753,105.68454159,True,5.12,103.08,SUV,"LINESTRING (105.68508684 20.18519947, 105.68454159 20.1859753)",217b_1
09:21:25 2017-April-26,39.42,FAIR,20.1859753,105.68454159,20.18661861,105.68380139,True,5.08,105.16,SUV,"LINESTRING (105.68454159 20.1859753, 105.68380139 20.18661861)",217b_1
09:21:34 2017-April-26,43.06,FAIR,20.18661861,105.68380139,20.18698226,105.68284879,True,4.9,107.4,SUV,"LINESTRING (105.68380139 20.18661861, 105.68284879 20.18698226)",217b_1
09:21:43 2017-April-26,43.67,FAIR,20.18698226,105.68284879,20.18703624,105.68183323,True,5.08,106.32,SUV,"LINESTRING (105.68284879 20.18698226, 105.68183323 20.18703624)",217b_1
09:21:52 2017-April-26,43.67,FAIR,20.18703624,105.68183323,20.18710992,105.68085238,True,5.02,102.85,SUV,"LINESTRING (105.68183323 20.18703624, 105.68085238 20.18710992)",217b_1
09:22:01 2017-April-26,40.05,FAIR,20.18710992,105.68085238,20.18737005,105.6799323,True,4.93,100.39,SUV,"LINESTRING (105.68085238 20.18710992, 105.6799323 20.18737005)",217b_1
09:22:10 2017-April-26,43.21,FAIR,20.18737005,105.6799323,20.1878912,105.67907584,True,5.27,106.5,SUV,"LINESTRING (105.6799323 20.18737005, 105.67907584 20.1878912)",217b_1
09:22:18 2017-April-26,45.48,FAIR,20.1878912,105.67907584,20.18852985,105.67836346,True,4.73,102.68,SUV,"LINESTRING (105.67907584 20.1878912, 105.67836346 20.18852985)",217b_1
09:22:26 2017-April-26,46.24,FAIR,20.18852985,105.67836346,20.18917702,105.67764337,True,4.99,103.91,SUV,"LINESTRING (105.67836346 20.18852985, 105.67764337 20.18917702)",217b_1
09:22:35 2017-April-26,42.45,FAIR,20.18917702,105.67764337,20.18984963,105.67696561,True,4.72,102.78,SUV,"LINESTRING (105.67764337 20.18917702, 105.67696561 20.18984963)",217b_1
09:22:44 2017-April-26,40.71,FAIR,20.18984963,105.67696561,20.19056913,105.67633999,True,4.69,103.06,SUV,"LINESTRING (105.67696561 20.18984963, 105.67633999 20.19056913)",217b_1
09:22:53 2017-April-26,41.34,FAIR,20.19056913,105.67633999,20.19132258,105.67572283,True,5.07,105.44,SUV,"LINESTRING (105.67633999 20.19056913, 105.67572283 20.19132258)",217b_1
09:23:02 2017-April-26,43.43,FAIR,20.19132258,105.67572283,20.19217229,105.67520005,True,4.94,108.79,SUV,"LINESTRING (105.67572283 20.19132258, 105.67520005 20.19217229)",217b_1
09:23:11 2017-April-26,41.79,FAIR,20.19217229,105.67520005,20.19301266,105.67470593,True,4.96,106.41,SUV,"LINESTRING (105.67520005 20.19217229, 105.67470593 20.19301266)",217b_1
09:23:20 2017-April-26,40.6,FAIR,20.19301266,105.67470593,20.19385785,105.67433537,True,4.94,101.27,SUV,"LINESTRING (105.67470593 20.19301266, 105.67433537 20.19385785)",217b_1
