time,speed,category,start_lat,start_lon,end_lat,end_lon,is_fixed,iri,distance,suspension,Line_Geometry,VPROMMS_ID
08:10:17 2017-April-27,27.38,POOR,20.04651824,105.84512746,20.0468347,105.84421752,True,7.23,101.44,SUV,"LINESTRING (105.84512746 20.04651824, 105.84421752 20.0468347)",212TH00036_1
08:10:29 2017-April-27,30.74,POOR,20.0468347,105.84421752,20.04711411,105.84330599,True,6.68,100.25,SUV,"LINESTRING (105.84421752 20.0468347, 105.84330599 20.04711411)",212TH00036_1
08:10:41 2017-April-27,29.76,POOR,20.04711411,105.84330599,20.04735669,105.84235791,True,6.57,102.76,SUV,"LINESTRING (105.84330599 20.04711411, 105.84235791 20.04735669)",212TH00036_1
08:10:51 2017-April-27,36.93,POOR,20.04735669,105.84235791,20.04761321,105.84140397,True,7.0,103.76,SUV,"LINESTRING (105.84235791 20.04735669, 105.84140397 20.04761321)",212TH00036_1
08:11:01 2017-April-27,38.65,POOR,20.04761321,105.84140397,20.04788307,105.84041742,True,7.65,107.45,SUV,"LINESTRING (105.84140397 20.04761321, 105.84041742 20.04788307)",212TH00036_1
08:11:11 2017-April-27,39.47,POOR,20.04788307,105.84041742,20.04817354,105.83942676,True,8.67,108.51,SUV,"LINESTRING (105.84041742 20.04788307, 105.83942676 20.04817354)",212TH00036_1
08:11:22 2017-April-27,35.44,POOR,20.04817354,105.83942676,20.04854449,105.83849989,True,9.39,105.3,SUV,"LINESTRING (105.83942676 20.04817354, 105.83849989 20.04854449)",212TH00036_1
08:11:33 2017-April-27,33.59,POOR,20.04854449,105.83849989,20.04895713,105.83763647,True,8.66,101.22,SUV,"LINESTRING (105.83849989 20.04854449, 105.83763647 20.04895713)",212TH00036_1
08:11:43 2017-April-27,37.19,POOR,20.04895713,105.83763647,20.04911274,105.836679,True,9.02,101.64,SUV,"LINESTRING (105.83763647 20.04895713, 105.836679 20.04911274)",212TH00036_1
08:11:55 2017-April-27,29.53,POOR,20.04911274,105.836679,20.04898982,105.83572154,True,10.5,101.09,SUV,"LINESTRING (105.836679 20.04911274, 105.83572154 20.04898982)",212TH00036_1
08:12:13 2017-April-27,21.67,POOR,20.04898982,105.83572154,20.04882474,105.83473415,True,11.88,104.9,SUV,"LINESTRING (105.83572154 20.04898982, 105.83473415 20.04882474)",212TH00036_1
08:12:27 2017-April-27,26.37,POOR,20.04882474,105.83473415,20.04865806,105.8337854,True,12.23,100.96,SUV,"LINESTRING (105.83473415 20.04882474, 105.8337854 20.04865806)",212TH00036_1
08:12:43 2017-April-27,22.75,POOR,20.04865806,105.8337854,20.04848317,105.83283892,True,10.17,100.89,SUV,"LINESTRING (105.8337854 20.04865806, 105.83283892 20.04848317)",212TH00036_1
08:13:08 2017-April-27,22.24,POOR,20.04840484,105.83251186,20.04813587,105.83159111,True,11.99,100.82,SUV,"LINESTRING (105.83251186 20.04840484, 105.83159111 20.04813587)",212TH00036_1
08:13:27 2017-April-27,20.32,POOR,20.04813587,105.83159111,20.04792439,105.83060548,True,12.99,105.74,SUV,"LINESTRING (105.83159111 20.04813587, 105.83060548 20.04792439)",212TH00036_1
08:13:47 2017-April-27,18.48,POOR,20.04792439,105.83060548,20.04762466,105.82965774,True,11.46,104.55,SUV,"LINESTRING (105.83060548 20.04792439, 105.82965774 20.04762466)",212TH00036_1
08:14:02 2017-April-27,23.98,POOR,20.04762466,105.82965774,20.04754436,105.82865073,True,13.31,105.72,SUV,"LINESTRING (105.82965774 20.04762466, 105.82865073 20.04754436)",212TH00036_1
08:14:16 2017-April-27,26.58,POOR,20.04754436,105.82865073,20.04751368,105.82766267,True,10.14,103.42,SUV,"LINESTRING (105.82865073 20.04754436, 105.82766267 20.04751368)",212TH00036_1
08:14:27 2017-April-27,34.93,POOR,20.04751368,105.82766267,20.04748459,105.82663497,True,11.88,107.56,SUV,"LINESTRING (105.82766267 20.04751368, 105.82663497 20.04748459)",212TH00036_1
08:14:38 2017-April-27,34.69,POOR,20.04748459,105.82663497,20.04729914,105.8256832,True,6.74,101.67,SUV,"LINESTRING (105.82663497 20.04748459, 105.8256832 20.04729914)",212TH00036_1
08:14:49 2017-April-27,34.74,POOR,20.04729914,105.8256832,20.04729588,105.82465047,True,9.48,108.04,SUV,"LINESTRING (105.8256832 20.04729914, 105.82465047 20.04729588)",212TH00036_1
08:15:00 2017-April-27,35.1,POOR,20.04729588,105.82465047,20.04740534,105.82361329,True,8.18,109.18,SUV,"LINESTRING (105.82465047 20.04729588, 105.82361329 20.04740534)",212TH00036_1
08:15:09 2017-April-27,40.11,POOR,20.04740534,105.82361329,20.04759368,105.82267368,True,8.2,100.49,SUV,"LINESTRING (105.82361329 20.04740534, 105.82267368 20.04759368)",212TH00036_1
08:15:19 2017-April-27,37.66,POOR,20.04759368,105.82267368,20.04782553,105.8217054,True,9.83,104.5,SUV,"LINESTRING (105.82267368 20.04759368, 105.8217054 20.04782553)",212TH00036_1
08:15:30 2017-April-27,33.51,POOR,20.04782553,105.8217054,20.04795101,105.82073771,True,13.35,102.19,SUV,"LINESTRING (105.8217054 20.04782553, 105.82073771 20.04795101)",212TH00036_1
08:15:41 2017-April-27,33.22,POOR,20.04795101,105.82073771,20.04796194,105.81977304,True,10.11,100.93,SUV,"LINESTRING (105.82073771 20.04795101, 105.81977304 20.04796194)",212TH00036_1
08:15:52 2017-April-27,32.9,POOR,20.04796194,105.81977304,20.04797385,105.81879898,True,9.52,101.91,SUV,"LINESTRING (105.81977304 20.04796194, 105.81879898 20.04797385)",212TH00036_1
08:16:01 2017-April-27,41.42,POOR,20.04797385,105.81879898,20.04796873,105.81780489,True,12.35,104.0,SUV,"LINESTRING (105.81879898 20.04797385, 105.81780489 20.04796873)",212TH00036_1
08:16:12 2017-April-27,35.59,POOR,20.04796873,105.81780489,20.04767885,105.81685429,True,10.17,104.5,SUV,"LINESTRING (105.81780489 20.04796873, 105.81685429 20.04767885)",212TH00036_1
08:16:27 2017-April-27,23.93,POOR,20.04767885,105.81685429,20.04813633,105.81601644,True,15.32,101.23,SUV,"LINESTRING (105.81685429 20.04767885, 105.81601644 20.04813633)",212TH00036_1
08:16:42 2017-April-27,24.76,POOR,20.04813633,105.81601644,20.04846712,105.81512502,True,11.15,100.19,SUV,"LINESTRING (105.81601644 20.04813633, 105.81512502 20.04846712)",212TH00036_1
08:17:00 2017-April-27,21.45,POOR,20.04846712,105.81512502,20.04819748,105.81414619,True,13.86,106.67,SUV,"LINESTRING (105.81512502 20.04846712, 105.81414619 20.04819748)",212TH00036_1
08:17:12 2017-April-27,31.01,POOR,20.04819748,105.81414619,20.04820309,105.81318461,True,9.7,100.6,SUV,"LINESTRING (105.81414619 20.04819748, 105.81318461 20.04820309)",212TH00036_1
08:17:25 2017-April-27,29.31,POOR,20.04820309,105.81318461,20.04885914,105.81244885,True,10.43,105.83,SUV,"LINESTRING (105.81318461 20.04820309, 105.81244885 20.04885914)",212TH00036_1
08:17:42 2017-April-27,22.92,POOR,20.04885914,105.81244885,20.04956301,105.81176966,True,8.71,105.45,SUV,"LINESTRING (105.81244885 20.04885914, 105.81176966 20.04956301)",212TH00036_1
08:17:54 2017-April-27,30.12,POOR,20.04956301,105.81176966,20.05022208,105.81108327,True,8.19,102.37,SUV,"LINESTRING (105.81176966 20.04956301, 105.81108327 20.05022208)",212TH00036_1
08:18:04 2017-April-27,35.67,POOR,20.05022208,105.81108327,20.05091183,105.81043585,True,10.3,102.07,SUV,"LINESTRING (105.81108327 20.05022208, 105.81043585 20.05091183)",212TH00036_1
08:18:18 2017-April-27,27.08,POOR,20.05091183,105.81043585,20.0516017,105.80971719,True,12.29,107.17,SUV,"LINESTRING (105.81043585 20.05091183, 105.80971719 20.0516017)",212TH00036_1
08:18:29 2017-April-27,35.11,POOR,20.0516017,105.80971719,20.05233285,105.80903138,True,8.2,108.16,SUV,"LINESTRING (105.80971719 20.0516017, 105.80903138 20.05233285)",212TH00036_1
08:18:38 2017-April-27,41.27,POOR,20.05233285,105.80903138,20.05307964,105.80839897,True,8.76,105.89,SUV,"LINESTRING (105.80903138 20.05233285, 105.80839897 20.05307964)",212TH00036_1
08:18:46 2017-April-27,45.34,POOR,20.05307964,105.80839897,20.05384378,105.80786956,True,8.15,101.11,SUV,"LINESTRING (105.80839897 20.05307964, 105.80786956 20.05384378)",212TH00036_1
08:18:54 2017-April-27,45.94,POOR,20.05384378,105.80786956,20.05457627,105.8072654,True,9.0,102.81,SUV,"LINESTRING (105.80786956 20.05384378, 105.8072654 20.05457627)",212TH00036_1
08:19:03 2017-April-27,44.44,POOR,20.05457627,105.8072654,20.05524992,105.80651639,True,9.31,108.17,SUV,"LINESTRING (105.8072654 20.05457627, 105.80651639 20.05524992)",212TH00036_1
08:19:13 2017-April-27,39.46,POOR,20.05524992,105.80651639,20.05566814,105.80556873,True,7.99,109.41,SUV,"LINESTRING (105.80651639 20.05524992, 105.80556873 20.05566814)",212TH00036_1
08:19:22 2017-April-27,43.72,POOR,20.05566814,105.80556873,20.05586889,105.80452804,True,8.48,111.11,SUV,"LINESTRING (105.80556873 20.05566814, 105.80452804 20.05586889)",212TH00036_1
08:19:30 2017-April-27,46.83,POOR,20.05586889,105.80452804,20.05602207,105.80354593,True,9.04,104.13,SUV,"LINESTRING (105.80452804 20.05586889, 105.80354593 20.05602207)",212TH00036_1
08:19:39 2017-April-27,41.92,POOR,20.05602207,105.80354593,20.0561804,105.80258209,True,9.53,102.34,SUV,"LINESTRING (105.80354593 20.05602207, 105.80258209 20.0561804)",212TH00036_1
08:19:51 2017-April-27,31.65,POOR,20.0561804,105.80258209,20.05633362,105.80160233,True,9.92,103.89,SUV,"LINESTRING (105.80258209 20.0561804, 105.80160233 20.05633362)",212TH00036_1
08:20:04 2017-April-27,28.22,POOR,20.05633362,105.80160233,20.05651953,105.80062073,True,12.27,104.73,SUV,"LINESTRING (105.80160233 20.05633362, 105.80062073 20.05651953)",212TH00036_1
08:20:19 2017-April-27,23.96,POOR,20.05651953,105.80062073,20.05665515,105.79967332,True,10.72,100.24,SUV,"LINESTRING (105.80062073 20.05651953, 105.79967332 20.05665515)",212TH00036_1
08:20:32 2017-April-27,29.35,POOR,20.05665515,105.79967332,20.05679484,105.79865836,True,11.1,107.3,SUV,"LINESTRING (105.79967332 20.05665515, 105.79865836 20.05679484)",212TH00036_1
08:20:43 2017-April-27,33.44,POOR,20.05679484,105.79865836,20.05695807,105.79768195,True,10.01,103.73,SUV,"LINESTRING (105.79865836 20.05679484, 105.79768195 20.05695807)",212TH00036_1
08:20:53 2017-April-27,36.24,POOR,20.05695807,105.79768195,20.05705338,105.79670512,True,10.41,102.73,SUV,"LINESTRING (105.79768195 20.05695807, 105.79670512 20.05705338)",212TH00036_1
08:21:03 2017-April-27,39.4,POOR,20.05705338,105.79670512,20.05720484,105.79570063,True,9.52,106.41,SUV,"LINESTRING (105.79670512 20.05705338, 105.79570063 20.05720484)",212TH00036_1
08:21:44 2017-April-27,28.36,POOR,20.05779631,105.7946182,20.05842419,105.79383901,True,7.02,107.12,SUV,"LINESTRING (105.7946182 20.05779631, 105.79383901 20.05842419)",212TH00036_1
08:21:53 2017-April-27,40.39,POOR,20.05842419,105.79383901,20.05901252,105.79307475,True,9.28,103.12,SUV,"LINESTRING (105.79383901 20.05842419, 105.79307475 20.05901252)",212TH00036_1
08:22:03 2017-April-27,36.66,POOR,20.05901252,105.79307475,20.05953086,105.79226154,True,9.41,102.61,SUV,"LINESTRING (105.79307475 20.05901252, 105.79226154 20.05953086)",212TH00036_1
08:22:12 2017-April-27,40.86,POOR,20.05953086,105.79226154,20.06013762,105.79152427,True,9.24,102.28,SUV,"LINESTRING (105.79226154 20.05953086, 105.79152427 20.06013762)",212TH00036_1
08:22:24 2017-April-27,32.29,POOR,20.06013762,105.79152427,20.06076396,105.79073461,True,8.01,107.85,SUV,"LINESTRING (105.79152427 20.06013762, 105.79073461 20.06076396)",212TH00036_1
08:22:33 2017-April-27,41.36,POOR,20.06076396,105.79073461,20.06121403,105.78984914,True,9.88,105.18,SUV,"LINESTRING (105.79073461 20.06076396, 105.78984914 20.06121403)",212TH00036_1
08:22:41 2017-April-27,45.13,POOR,20.06121403,105.78984914,20.06151389,105.78894348,True,9.67,100.39,SUV,"LINESTRING (105.78984914 20.06121403, 105.78894348 20.06151389)",212TH00036_1
08:22:50 2017-April-27,42.32,POOR,20.06151389,105.78894348,20.06180042,105.78799062,True,8.23,104.6,SUV,"LINESTRING (105.78894348 20.06151389, 105.78799062 20.06180042)",212TH00036_1
08:22:59 2017-April-27,42.37,POOR,20.06180042,105.78799062,20.06213293,105.78701237,True,8.93,108.75,SUV,"LINESTRING (105.78799062 20.06180042, 105.78701237 20.06213293)",212TH00036_1
08:23:08 2017-April-27,42.78,POOR,20.06213293,105.78701237,20.06244612,105.7860534,True,9.48,106.14,SUV,"LINESTRING (105.78701237 20.06213293, 105.7860534 20.06244612)",212TH00036_1
08:23:17 2017-April-27,42.05,POOR,20.06244612,105.7860534,20.06270856,105.78506023,True,9.77,107.88,SUV,"LINESTRING (105.7860534 20.06244612, 105.78506023 20.06270856)",212TH00036_1
08:23:26 2017-April-27,41.94,POOR,20.06270856,105.78506023,20.06280206,105.78406789,True,9.22,104.32,SUV,"LINESTRING (105.78506023 20.06270856, 105.78406789 20.06280206)",212TH00036_1
08:23:35 2017-April-27,40.59,POOR,20.06280206,105.78406789,20.06291555,105.78311252,True,9.45,100.72,SUV,"LINESTRING (105.78406789 20.06280206, 105.78311252 20.06291555)",212TH00036_1
08:23:45 2017-April-27,37.98,POOR,20.06291555,105.78311252,20.06304082,105.78209907,True,8.87,106.92,SUV,"LINESTRING (105.78311252 20.06291555, 105.78209907 20.06304082)",212TH00036_1
08:23:54 2017-April-27,44.85,POOR,20.06304082,105.78209907,20.06321491,105.78105594,True,9.16,110.81,SUV,"LINESTRING (105.78209907 20.06304082, 105.78105594 20.06321491)",212TH00036_1
08:24:03 2017-April-27,41.42,POOR,20.06321491,105.78105594,20.06341591,105.78008297,True,8.58,104.18,SUV,"LINESTRING (105.78105594 20.06321491, 105.78008297 20.06341591)",212TH00036_1
08:24:13 2017-April-27,36.64,POOR,20.06341591,105.78008297,20.06391765,105.77925735,True,9.49,102.68,SUV,"LINESTRING (105.78008297 20.06341591, 105.77925735 20.06391765)",212TH00036_1
08:24:22 2017-April-27,43.85,POOR,20.06391765,105.77925735,20.06445338,105.77836225,True,8.1,110.84,SUV,"LINESTRING (105.77925735 20.06391765, 105.77836225 20.06445338)",212TH00036_1
08:24:31 2017-April-27,41.54,POOR,20.06445338,105.77836225,20.0649195,105.77751811,True,8.64,102.27,SUV,"LINESTRING (105.77836225 20.06445338, 105.77751811 20.0649195)",212TH00036_1
08:24:41 2017-April-27,36.3,POOR,20.0649195,105.77751811,20.06538427,105.77668662,True,8.06,101.06,SUV,"LINESTRING (105.77751811 20.0649195, 105.77668662 20.06538427)",212TH00036_1
08:24:51 2017-April-27,36.88,POOR,20.06538427,105.77668662,20.06583727,105.77582002,True,8.54,103.6,SUV,"LINESTRING (105.77668662 20.06538427, 105.77582002 20.06583727)",212TH00036_1
08:25:04 2017-April-27,28.5,POOR,20.06583727,105.77582002,20.06622913,105.77492902,True,8.24,102.8,SUV,"LINESTRING (105.77582002 20.06583727, 105.77492902 20.06622913)",212TH00036_1
08:25:15 2017-April-27,32.95,POOR,20.06622913,105.77492902,20.0663,105.7739656,True,10.25,101.08,SUV,"LINESTRING (105.77492902 20.06622913, 105.7739656 20.0663)",212TH00036_1
08:25:27 2017-April-27,32.65,POOR,20.0663,105.7739656,20.0666939,105.77301116,True,7.54,108.95,SUV,"LINESTRING (105.7739656 20.0663, 105.77301116 20.0666939)",212TH00036_1
08:25:38 2017-April-27,33.94,POOR,20.0666939,105.77301116,20.06730574,105.77226575,True,9.45,103.28,SUV,"LINESTRING (105.77301116 20.0666939, 105.77226575 20.06730574)",212TH00036_1
08:25:50 2017-April-27,30.35,POOR,20.06730574,105.77226575,20.06786402,105.77149856,True,9.78,101.29,SUV,"LINESTRING (105.77226575 20.06730574, 105.77149856 20.06786402)",212TH00036_1
08:26:18 2017-April-27,23.18,POOR,20.06816719,105.77111886,20.06888347,105.77051201,True,12.29,101.57,SUV,"LINESTRING (105.77111886 20.06816719, 105.77051201 20.06888347)",212TH00036_1
08:26:31 2017-April-27,29.07,POOR,20.06888347,105.77051201,20.06958939,105.76983307,True,10.68,105.6,SUV,"LINESTRING (105.77051201 20.06888347, 105.76983307 20.06958939)",212TH00036_1
08:26:44 2017-April-27,29.8,POOR,20.06958939,105.76983307,20.070183,105.76902028,True,12.62,107.46,SUV,"LINESTRING (105.76983307 20.06958939, 105.76902028 20.070183)",212TH00036_1
08:26:56 2017-April-27,31.54,POOR,20.070183,105.76902028,20.07072602,105.7682033,True,14.81,104.48,SUV,"LINESTRING (105.76902028 20.070183, 105.7682033 20.07072602)",212TH00036_1
08:27:08 2017-April-27,30.05,POOR,20.07072602,105.7682033,20.07123828,105.7673833,True,11.89,102.82,SUV,"LINESTRING (105.7682033 20.07072602, 105.7673833 20.07123828)",212TH00036_1
08:27:23 2017-April-27,24.82,POOR,20.07123828,105.7673833,20.07169937,105.766556,True,11.76,100.47,SUV,"LINESTRING (105.7673833 20.07123828, 105.766556 20.07169937)",212TH00036_1
08:27:38 2017-April-27,24.03,POOR,20.07169937,105.766556,20.07218455,105.76573525,True,10.71,101.27,SUV,"LINESTRING (105.766556 20.07169937, 105.76573525 20.07218455)",212TH00036_1
08:27:51 2017-April-27,29.14,POOR,20.07218455,105.76573525,20.0727044,105.76489798,True,12.5,104.79,SUV,"LINESTRING (105.76573525 20.07218455, 105.76489798 20.0727044)",212TH00036_1
08:28:04 2017-April-27,29.34,POOR,20.0727044,105.76489798,20.07319089,105.76403464,True,12.81,105.14,SUV,"LINESTRING (105.76489798 20.0727044, 105.76403464 20.07319089)",212TH00036_1
08:28:18 2017-April-27,26.07,POOR,20.07319089,105.76403464,20.07368454,105.76320685,True,13.94,102.39,SUV,"LINESTRING (105.76403464 20.07319089, 105.76320685 20.07368454)",212TH00036_1
08:28:28 2017-April-27,38.59,POOR,20.07368454,105.76320685,20.07428108,105.76239246,True,6.65,107.78,SUV,"LINESTRING (105.76320685 20.07368454, 105.76239246 20.07428108)",212TH00036_1
08:28:37 2017-April-27,42.41,POOR,20.07428108,105.76239246,20.07487607,105.7615707,True,10.76,108.29,SUV,"LINESTRING (105.76239246 20.07428108, 105.7615707 20.07487607)",212TH00036_1
08:28:47 2017-April-27,38.18,POOR,20.07487607,105.7615707,20.07550199,105.76081364,True,8.28,105.22,SUV,"LINESTRING (105.7615707 20.07487607, 105.76081364 20.07550199)",212TH00036_1
08:28:57 2017-April-27,37.32,POOR,20.07550199,105.76081364,20.07618448,105.76012004,True,8.97,104.75,SUV,"LINESTRING (105.76081364 20.07550199, 105.76012004 20.07618448)",212TH00036_1
08:29:08 2017-April-27,34.17,POOR,20.07618448,105.76012004,20.07680596,105.75937623,True,10.8,103.86,SUV,"LINESTRING (105.76012004 20.07618448, 105.75937623 20.07680596)",212TH00036_1
08:29:19 2017-April-27,33.53,POOR,20.07680596,105.75937623,20.07730368,105.75853745,True,12.31,103.6,SUV,"LINESTRING (105.75937623 20.07680596, 105.75853745 20.07730368)",212TH00036_1
08:29:29 2017-April-27,37.78,POOR,20.07730368,105.75853745,20.07784343,105.75769373,True,8.58,106.58,SUV,"LINESTRING (105.75853745 20.07730368, 105.75769373 20.07784343)",212TH00036_1
08:29:38 2017-April-27,41.15,POOR,20.07784343,105.75769373,20.07837748,105.75691178,True,13.79,100.92,SUV,"LINESTRING (105.75769373 20.07784343, 105.75691178 20.07837748)",212TH00036_1
08:29:47 2017-April-27,41.14,POOR,20.07837748,105.75691178,20.07892842,105.75612833,True,8.36,102.15,SUV,"LINESTRING (105.75691178 20.07837748, 105.75612833 20.07892842)",212TH00036_1
08:30:17 2017-April-27,24.72,POOR,20.07941248,105.75536968,20.07996988,105.75455035,True,8.73,105.6,SUV,"LINESTRING (105.75536968 20.07941248, 105.75455035 20.07996988)",212TH00036_1
08:30:29 2017-April-27,31.26,POOR,20.07996988,105.75455035,20.08052384,105.75370621,True,10.77,107.5,SUV,"LINESTRING (105.75455035 20.07996988, 105.75370621 20.08052384)",212TH00036_1
08:30:40 2017-April-27,32.31,POOR,20.08052384,105.75370621,20.08104494,105.75292326,True,9.94,100.17,SUV,"LINESTRING (105.75370621 20.08052384, 105.75292326 20.08104494)",212TH00036_1
08:30:51 2017-April-27,34.06,POOR,20.08104494,105.75292326,20.08164726,105.7521305,True,8.74,106.4,SUV,"LINESTRING (105.75292326 20.08104494, 105.7521305 20.08164726)",212TH00036_1
08:31:01 2017-April-27,38.07,POOR,20.08164726,105.7521305,20.08247036,105.75162951,True,9.43,105.11,SUV,"LINESTRING (105.7521305 20.08164726, 105.75162951 20.08247036)",212TH00036_1
08:31:12 2017-April-27,33.92,POOR,20.08247036,105.75162951,20.08328312,105.75114621,True,11.94,103.2,SUV,"LINESTRING (105.75162951 20.08247036, 105.75114621 20.08328312)",212TH00036_1
08:31:23 2017-April-27,33.87,POOR,20.08328312,105.75114621,20.08412864,105.75067942,True,9.84,105.57,SUV,"LINESTRING (105.75114621 20.08328312, 105.75067942 20.08412864)",212TH00036_1
08:31:36 2017-April-27,29.73,POOR,20.08412864,105.75067942,20.08502819,105.75032528,True,8.29,106.25,SUV,"LINESTRING (105.75067942 20.08412864, 105.75032528 20.08502819)",212TH00036_1
08:31:51 2017-April-27,26.98,POOR,20.08502819,105.75032528,20.08596445,105.75041807,True,12.34,104.1,SUV,"LINESTRING (105.75032528 20.08502819, 105.75041807 20.08596445)",212TH00036_1
08:32:23 2017-April-27,24.48,POOR,20.08669442,105.75067448,20.08730371,105.7499533,True,9.43,101.19,SUV,"LINESTRING (105.75067448 20.08669442, 105.7499533 20.08730371)",212TH00036_1
08:32:34 2017-April-27,34.25,POOR,20.08730371,105.7499533,20.087778,105.74906976,True,8.98,106.28,SUV,"LINESTRING (105.7499533 20.08730371, 105.74906976 20.087778)",212TH00036_1
08:32:44 2017-April-27,39.35,POOR,20.087778,105.74906976,20.08801621,105.74805664,True,9.58,109.19,SUV,"LINESTRING (105.74906976 20.087778, 105.74805664 20.08801621)",212TH00036_1
08:32:55 2017-April-27,35.85,POOR,20.08801621,105.74805664,20.08831088,105.74707529,True,8.58,107.7,SUV,"LINESTRING (105.74805664 20.08801621, 105.74707529 20.08831088)",212TH00036_1
08:33:04 2017-April-27,40.74,POOR,20.08831088,105.74707529,20.08880822,105.74623743,True,10.51,103.49,SUV,"LINESTRING (105.74707529 20.08831088, 105.74623743 20.08880822)",212TH00036_1
08:33:14 2017-April-27,38.89,POOR,20.08880822,105.74623743,20.08934763,105.74537594,True,9.85,108.09,SUV,"LINESTRING (105.74623743 20.08880822, 105.74537594 20.08934763)",212TH00036_1
08:33:25 2017-April-27,36.06,POOR,20.08934763,105.74537594,20.08989279,105.74450891,True,9.67,108.93,SUV,"LINESTRING (105.74537594 20.08934763, 105.74450891 20.08989279)",212TH00036_1
08:33:36 2017-April-27,33.71,POOR,20.08989279,105.74450891,20.09051599,105.74377181,True,9.41,103.46,SUV,"LINESTRING (105.74450891 20.08989279, 105.74377181 20.09051599)",212TH00036_1
08:33:46 2017-April-27,38.14,POOR,20.09051599,105.74377181,20.091244,105.74310461,True,12.08,106.61,SUV,"LINESTRING (105.74377181 20.09051599, 105.74310461 20.091244)",212TH00036_1
08:33:55 2017-April-27,40.56,POOR,20.091244,105.74310461,20.09207209,105.74269574,True,11.87,101.16,SUV,"LINESTRING (105.74310461 20.091244, 105.74269574 20.09207209)",212TH00036_1
08:34:05 2017-April-27,39.34,POOR,20.09207209,105.74269574,20.09296367,105.74227329,True,10.67,108.14,SUV,"LINESTRING (105.74269574 20.09207209, 105.74227329 20.09296367)",212TH00036_1
08:34:15 2017-April-27,39.2,POOR,20.09296367,105.74227329,20.09367538,105.74152538,True,11.85,111.02,SUV,"LINESTRING (105.74227329 20.09296367, 105.74152538 20.09367538)",212TH00036_1
08:34:25 2017-April-27,40.47,POOR,20.09367538,105.74152538,20.09434748,105.74073496,True,12.02,111.22,SUV,"LINESTRING (105.74152538 20.09367538, 105.74073496 20.09434748)",212TH00036_1
08:34:34 2017-April-27,42.0,POOR,20.09434748,105.74073496,20.09499766,105.7399479,True,11.11,109.35,SUV,"LINESTRING (105.74073496 20.09434748, 105.7399479 20.09499766)",212TH00036_1
08:34:42 2017-April-27,45.64,POOR,20.09499766,105.7399479,20.0956344,105.73924759,True,9.16,101.65,SUV,"LINESTRING (105.7399479 20.09499766, 105.73924759 20.0956344)",212TH00036_1
08:34:51 2017-April-27,42.14,POOR,20.0956344,105.73924759,20.09631735,105.73856874,True,12.1,103.72,SUV,"LINESTRING (105.73924759 20.0956344, 105.73856874 20.09631735)",212TH00036_1
08:35:00 2017-April-27,42.24,POOR,20.09631735,105.73856874,20.09704059,105.73787841,True,10.11,107.81,SUV,"LINESTRING (105.73856874 20.09631735, 105.73787841 20.09704059)",212TH00036_1
08:35:09 2017-April-27,41.89,POOR,20.09704059,105.73787841,20.09775912,105.73723845,True,11.88,103.96,SUV,"LINESTRING (105.73787841 20.09704059, 105.73723845 20.09775912)",212TH00036_1
08:35:18 2017-April-27,40.28,POOR,20.09775912,105.73723845,20.09844619,105.73655415,True,10.59,104.44,SUV,"LINESTRING (105.73723845 20.09775912, 105.73655415 20.09844619)",212TH00036_1
08:35:27 2017-April-27,41.07,POOR,20.09844619,105.73655415,20.09911955,105.73591428,True,11.76,100.18,SUV,"LINESTRING (105.73655415 20.09844619, 105.73591428 20.09911955)",212TH00036_1
08:35:36 2017-April-27,40.69,POOR,20.09911955,105.73591428,20.09981868,105.73528077,True,8.76,101.88,SUV,"LINESTRING (105.73591428 20.09911955, 105.73528077 20.09981868)",212TH00036_1
08:35:45 2017-April-27,43.77,POOR,20.09981868,105.73528077,20.10065595,105.73474157,True,10.01,108.5,SUV,"LINESTRING (105.73528077 20.09981868, 105.73474157 20.10065595)",212TH00036_1
08:35:55 2017-April-27,38.05,POOR,20.10065595,105.73474157,20.10144821,105.73415265,True,9.16,107.17,SUV,"LINESTRING (105.73474157 20.10065595, 105.73415265 20.10144821)",212TH00036_1
08:36:04 2017-April-27,40.14,POOR,20.10144821,105.73415265,20.10222098,105.73365083,True,8.54,100.36,SUV,"LINESTRING (105.73415265 20.10144821, 105.73365083 20.10222098)",212TH00036_1
08:36:13 2017-April-27,42.72,POOR,20.10222098,105.73365083,20.10309873,105.73320114,True,9.0,107.95,SUV,"LINESTRING (105.73365083 20.10222098, 105.73320114 20.10309873)",212TH00036_1
08:36:23 2017-April-27,38.16,POOR,20.10309873,105.73320114,20.1039645,105.73281574,True,9.44,103.98,SUV,"LINESTRING (105.73320114 20.10309873, 105.73281574 20.1039645)",212TH00036_1
08:36:46 2017-April-27,24.86,POOR,20.10439395,105.73266277,20.10528729,105.7323021,True,8.49,105.85,SUV,"LINESTRING (105.73266277 20.10439395, 105.7323021 20.10528729)",212TH00036_1
08:36:59 2017-April-27,28.61,POOR,20.10528729,105.7323021,20.10615431,105.73186724,True,8.72,106.21,SUV,"LINESTRING (105.7323021 20.10528729, 105.73186724 20.10615431)",212TH00036_1
08:37:14 2017-April-27,26.39,POOR,20.10615431,105.73186724,20.10705709,105.73148076,True,8.68,107.81,SUV,"LINESTRING (105.73186724 20.10615431, 105.73148076 20.10705709)",212TH00036_1
08:37:25 2017-April-27,33.26,POOR,20.10705709,105.73148076,20.10790676,105.73104112,True,8.96,104.7,SUV,"LINESTRING (105.73148076 20.10705709, 105.73104112 20.10790676)",212TH00036_1
