Line_Geometry,iri_mean,iri_med,iri_min,iri_max,iri_StDev,speed_mean,speed_med,speed_min,speed_max,VPROMMS_ID,npoints,length
"LINESTRING (105.52188138 20.26658608, 105.52204834 20.26669873, 105.52234942 20.26677568, 105.5227028 20.26690048, 105.52296256 20.26696188, 105.52322743 20.26709075, 105.52352398 20.26723421, 105.52374744 20.26724632, 105.52392782 20.26710613, 105.52411239 20.26691746, 105.52426829 20.26673976, 105.52448362 20.26662857, 105.52477984 20.26665699, 105.52517932 20.26681465, 105.52560185 20.26698447, 105.52596588 20.26711833, 105.52643518 20.26722956, 105.52695142 20.26733035, 105.52745878 20.26740763, 105.52799472 20.26751999, 105.52851926 20.26765368, 105.52907959 20.26772606, 105.52959499 20.26758755, 105.53010075 20.26732557, 105.53064164 20.26721782, 105.5312474 20.26721313, 105.53181611 20.26716853, 105.5323124 20.26705672, 105.53279151 20.2669934, 105.53313433 20.26696963, 105.53359509 20.2669232, 105.53412138 20.26683104, 105.5345492 20.2667336, 105.53492655 20.26666612, 105.53530575 20.26658427, 105.53574043 20.26648122, 105.53622214 20.26638256, 105.536629 20.26628885, 105.53702873 20.26607139, 105.5374288 20.26581146, 105.53784178 20.2655085, 105.53811193 20.2653352, 105.53843999 20.2651345, 105.53883864 20.26489222, 105.53924273 20.26466406, 105.53950634 20.26449416, 105.53977087 20.264358, 105.53999576 20.26422083, 105.54030078 20.26397402, 105.54066271 20.2637188, 105.54098843 20.26351063, 105.54119295 20.26338335, 105.54144038 20.26319384, 105.54177574 20.26289406, 105.54218251 20.2625429, 105.54257805 20.26218637, 105.54279976 20.26198156, 105.54298701 20.26184883, 105.5431725 20.26169838, 105.54337392 20.26159122, 105.54362261 20.26147022, 105.54383341 20.26135103, 105.54406836 20.26121558, 105.54429769 20.26107778, 105.54458049 20.26084401, 105.54483748 20.26054059, 105.54507335 20.2602424, 105.54527359 20.26002761, 105.54543184 20.25991966, 105.54567324 20.25976237, 105.54595244 20.25959641, 105.54623516 20.25938623, 105.54651763 20.25907836, 105.5467271 20.25877947, 105.54692172 20.25852407, 105.54710646 20.25828435, 105.54729396 20.25803603, 105.54741768 20.25788336, 105.5475704 20.25772636, 105.54778188 20.25754343, 105.54793451 20.25741238, 105.5480594 20.25724893, 105.54818823 20.25707136, 105.54835042 20.25678348, 105.54847472 20.25637143, 105.54853717 20.25599521, 105.54859333 20.25572204, 105.54876599 20.25544661, 105.54904545 20.25525798, 105.54942942 20.25505111, 105.54978699 20.25480749, 105.55004952 20.25459853, 105.55013677 20.25438965, 105.55022679 20.25411992, 105.55028396 20.25388225, 105.55027155 20.25365305, 105.55027826 20.25338927, 105.55027993 20.25307944, 105.55033945 20.25278599, 105.55044866 20.25246031, 105.55064136 20.25207382, 105.55083456 20.25170539, 105.55102718 20.25130381, 105.55123279 20.25089691, 105.55142247 20.25054953, 105.55157879 20.25024422, 105.55173084 20.24996296, 105.5518243 20.24973975, 105.55193519 20.24954034, 105.55205514 20.24926127, 105.55220878 20.24887449, 105.55240751 20.24846893, 105.55258823 20.2480596, 105.55279953 20.24762609, 105.55306859 20.2472942, 105.5533265 20.24701308, 105.55354888 20.24677394, 105.55380394 20.24650375, 105.55397417 20.24632224, 105.55411021 20.24618842, 105.55427517 20.24601114, 105.55442747 20.24588558, 105.55462486 20.24571782, 105.55485729 20.24552181, 105.55517949 20.24524491, 105.5555524 20.24492472, 105.55595566 20.2445488, 105.556404 20.24423234, 105.55677759 20.24395205, 105.55712527 20.24370076, 105.55753154 20.24345533, 105.55789364 20.24323321, 105.55822455 20.24302694, 105.55850652 20.24284597, 105.55882772 20.24267795, 105.55909476 20.2425288, 105.55928755 20.24241267, 105.55951662 20.24226946, 105.5597721 20.24211695, 105.56011786 20.24192518, 105.56056906 20.24166374, 105.56105789 20.24133857, 105.56142401 20.24106385, 105.56165636 20.24080745, 105.56178644 20.24059899, 105.56193296 20.24030873, 105.5621208 20.2399268, 105.56224619 20.23959262, 105.56238005 20.23927096, 105.56254383 20.23889889, 105.56276402 20.23860645, 105.56297994 20.2383751, 105.56314046 20.23816606, 105.56331254 20.23798526, 105.56346919 20.23774361, 105.56372308 20.23740532, 105.56406951 20.23699595, 105.56445616 20.23653708, 105.56480728 20.23612234, 105.56513937 20.23571691, 105.56540282 20.23534827, 105.56573968 20.23491128, 105.56609717 20.23443884, 105.56648894 20.23393064, 105.5668896 20.23341348, 105.56721314 20.23296098, 105.56765017 20.23254972, 105.56817605 20.232123, 105.56871752 20.23168635, 105.56921524 20.23118842, 105.56956686 20.23063052, 105.56983768 20.2300818, 105.57009132 20.22956552, 105.57029097 20.22909244, 105.57046934 20.22858902, 105.57069683 20.22814457, 105.57094971 20.2277049, 105.5711616 20.22737419, 105.57134307 20.22704365, 105.57151356 20.2267274, 105.57173509 20.22633865, 105.57186711 20.22582652, 105.57199568 20.22531631, 105.57207464 20.22480195, 105.57209652 20.22430759, 105.57208621 20.22391594, 105.57210809 20.22351856, 105.57212401 20.22315558, 105.5721655 20.22275597, 105.57223323 20.22228177, 105.57233825 20.22192399, 105.57245954 20.22157417, 105.57257982 20.221251, 105.57272533 20.22094058, 105.57285542 20.22074603, 105.57302582 20.220495, 105.57320913 20.22017728, 105.57338792 20.21983547, 105.57357643 20.21947002, 105.57370593 20.21929802, 105.57378916 20.21912967, 105.57395076 20.21885675, 105.574135 20.21853158, 105.57432661 20.21813319, 105.57450866 20.21769154, 105.57472366 20.21720296, 105.57493849 20.21667042, 105.57501744 20.21620057, 105.57505106 20.21575805, 105.57509162 20.21534272, 105.57513253 20.21506868, 105.57531358 20.21478026, 105.5756947 20.21448672, 105.57604188 20.21419449, 105.57633508 20.21394848, 105.57661059 20.21359367, 105.57686247 20.21323363, 105.57708694 20.21286135, 105.57733663 20.21244565, 105.57763486 20.21199512, 105.57785732 20.21157741, 105.57798472 20.21123731, 105.57806904 20.2109056, 105.578148 20.21073171, 105.57816619 20.21050008, 105.5781708 20.21031103, 105.5781993 20.21002139, 105.57822126 20.20968435, 105.57824926 20.20936328, 105.57828345 20.20902051, 105.57832838 20.20866055, 105.57837037 20.20834057, 105.57845511 20.20808198, 105.57849904 20.20787336, 105.57859995 20.20761754, 105.57874647 20.20723055, 105.57890321 20.2069086, 105.57899583 20.20672022, 105.57916607 20.20643834, 105.57935634 20.20607079, 105.57955599 20.20569327, 105.57978239 20.20529312, 105.57995455 20.20488429, 105.57997827 20.20456993, 105.57998515 20.20436444, 105.57997249 20.20404853, 105.57995229 20.20380403, 105.5799921 20.20360341, 105.58004064 20.20339495, 105.58015991 20.20314358, 105.58033241 20.20291199, 105.58056962 20.20266065, 105.5808173 20.20238615, 105.58110111 20.20211403, 105.58141426 20.20178504, 105.58154259 20.20159142, 105.58177812 20.20127672, 105.58202589 20.20096734, 105.58218364 20.20073432, 105.58233099 20.20055034, 105.5825366 20.20028908, 105.58272829 20.20004596, 105.58302719 20.19966261, 105.58332081 20.19924733, 105.58361669 20.19883079, 105.5838648 20.19847829, 105.58403897 20.19820542, 105.58424684 20.19791528, 105.58445807 20.19755058, 105.58465454 20.19727247, 105.58485436 20.19687706, 105.58509517 20.19643152, 105.58538251 20.19593707, 105.58561242 20.19553004, 105.5857757 20.19514024, 105.58601048 20.19472593, 105.58619983 20.19441416, 105.58637023 20.19422146, 105.58665119 20.19402013, 105.58692654 20.1938395, 105.58724212 20.19362031, 105.58763204 20.19334048, 105.5879845 20.19310046, 105.5883041 20.19285508, 105.58866235 20.19258808, 105.58905428 20.19226688, 105.58935729 20.19198232, 105.58971008 20.19165262, 105.59006908 20.19125925, 105.59044643 20.19085738, 105.59075975 20.19049746, 105.59112587 20.19009413, 105.59143902 20.18976598, 105.59171956 20.18947487, 105.59206523 20.18909777, 105.59244216 20.18872587, 105.59282186 20.18832454, 105.59322487 20.18790959, 105.59358839 20.18751523, 105.59394579 20.18713997, 105.59425995 20.18674145, 105.59450034 20.18619541, 105.59476102 20.18564665, 105.59490837 20.1852667, 105.59499437 20.18510392, 105.59513016 20.18479236, 105.5952387 20.18452305, 105.59542227 20.18411645, 105.59567817 20.18366366, 105.5958427 20.18335001, 105.59609039 20.18313115, 105.59653169 20.18289064, 105.59705758 20.18272614, 105.59766694 20.18257946, 105.59823146 20.18255695, 105.59874251 20.18271378, 105.59925162 20.18287203, 105.59977708 20.18304394, 105.60030581 20.18322474, 105.60083337 20.18343626, 105.60136755 20.18368474, 105.6018884 20.18394164, 105.60239978 20.18412495, 105.60291074 20.18429498, 105.60340108 20.18447021, 105.60387298 20.18464652, 105.60436031 20.18480196, 105.60483598 20.18493536, 105.60531626 20.18507136, 105.60578791 20.18522504, 105.60627323 20.18538014, 105.6067178 20.18553387, 105.60718501 20.1856733, 105.60764744 20.18580515, 105.60795112 20.18594165, 105.60821691 20.18588021, 105.6084837 20.1856, 105.60877187 20.18525735, 105.60901453 20.18492643, 105.60927722 20.18459945, 105.60952373 20.18431003, 105.6096772 20.18410983, 105.60985808 20.18389864, 105.61015883 20.18356618, 105.61051028 20.1830913, 105.61088855 20.18263348, 105.61129801 20.18214092, 105.61171551 20.18164282, 105.61210896 20.18120487, 105.6124693 20.18077588, 105.61281958 20.18032121, 105.61322836 20.17981833, 105.61370169 20.17926546, 105.61398994 20.17893962, 105.61438934 20.1784499, 105.61473023 20.17804275, 105.61511127 20.17759516, 105.61548552 20.17715, 105.61580664 20.17675307, 105.61615717 20.17635078, 105.61649177 20.175936, 105.61684649 20.17551184, 105.61720122 20.17509337, 105.61756566 20.17473605, 105.61797545 20.17438087, 105.61838189 20.17403767, 105.6188232 20.17365805, 105.61923911 20.17331268, 105.61965267 20.17298683, 105.62002768 20.17258852, 105.62038693 20.17218791, 105.6207507 20.17177275, 105.62107433 20.17139326, 105.6214086 20.17102303, 105.62173071 20.17063164, 105.62200556 20.17014465, 105.62224595 20.16964958, 105.62248374 20.1691532, 105.62266286 20.16868184, 105.62287325 20.16824062, 105.62309411 20.16775962, 105.62333484 20.16726057, 105.62357532 20.16679122, 105.62381177 20.16628562, 105.6241064 20.16583711, 105.62453647 20.16558959, 105.62502681 20.16540184, 105.62555982 20.16519543, 105.62608771 20.16500667, 105.62662491 20.16481649, 105.62714123 20.16465203, 105.62764783 20.16453921, 105.62815863 20.16450518, 105.62864486 20.16450074, 105.6291658 20.16444035, 105.6297413 20.16433993, 105.63036676 20.16425842, 105.6309187 20.16405528, 105.63136881 20.16380651, 105.63184926 20.16353623, 105.6323614 20.16326319, 105.632868 20.16299841, 105.63337871 20.16272151, 105.63388053 20.16242379, 105.63431991 20.16204522, 105.63474144 20.16167885, 105.6352348 20.16140438, 105.63579387 20.16139529, 105.63639209 20.16147223, 105.63695485 20.161533, 105.63738794 20.16159629, 105.63766412 20.16166036, 105.63801868 20.16165965, 105.63842813 20.16169255, 105.63893097 20.16171845, 105.63947068 20.16171753, 105.63995088 20.16172679, 105.64045253 20.16168983, 105.6408821 20.1615895, 105.64118637 20.16148866, 105.64133305 20.16135665, 105.64145425 20.16115439, 105.64161074 20.16094208, 105.64174159 20.16075751, 105.64193915 20.16045492, 105.64219563 20.16009161, 105.6424486 20.15974397, 105.64272495 20.15936309, 105.64289376 20.15909873, 105.64302469 20.15893646, 105.64321881 20.15864699, 105.64346775 20.15828338, 105.64372139 20.1579393, 105.64396857 20.15756635, 105.64417452 20.15727764, 105.64428533 20.157124, 105.64439286 20.15695091, 105.64449881 20.15678935, 105.64461649 20.15660239, 105.644833 20.15628505, 105.64509518 20.15591122, 105.64536005 20.15551438, 105.64564755 20.15510207, 105.64590823 20.15473343, 105.64620428 20.15432846, 105.6464663 20.15393011, 105.64675296 20.15349534, 105.64706024 20.15306728, 105.64722922 20.15281054, 105.6474365 20.15249312, 105.64775007 20.15205743, 105.64807143 20.15158963, 105.6483819 20.15111945, 105.64865196 20.15072458, 105.64877576 20.15051662, 105.6489672 20.15022804, 105.64918865 20.14987566, 105.64933517 20.14964277, 105.64944849 20.14946583, 105.64959501 20.14929253, 105.64982375 20.14904338, 105.65011804 20.14864159, 105.65038844 20.14832576, 105.6506368 20.14802267, 105.65082145 20.14781581, 105.65096495 20.14762064, 105.65123392 20.14729659, 105.65153819 20.14693453, 105.65185075 20.14659377, 105.65210438 20.14630623, 105.65239616 20.14599136, 105.65274518 20.1455858, 105.65311013 20.14518339, 105.65346871 20.14478856, 105.65381748 20.14452, 105.65416206 20.14427885, 105.65454788 20.14398796, 105.65501424 20.14370985, 105.65547911 20.14351543, 105.65589166 20.14334151, 105.6563416 20.14315178, 105.65683111 20.14289261, 105.65717619 20.1426925, 105.65744994 20.14254296, 105.65779955 20.14233434, 105.65811438 20.1420022, 105.65833046 20.14151945, 105.65839785 20.1412638, 105.65838545 20.14091528, 105.65834999 20.14041027, 105.65832602 20.13982023, 105.65834354 20.1392472, 105.65837346 20.13882358, 105.65846633 20.13864353, 105.65870413 20.13853545, 105.65894117 20.13841663, 105.65911308 20.13832766, 105.65945464 20.13814707, 105.65993065 20.13788623, 105.66031622 20.13766323, 105.66072827 20.13743113, 105.66119179 20.13717808, 105.66164073 20.13695542, 105.66212906 20.13669608, 105.66263574 20.13645334, 105.66319783 20.13619321, 105.66374299 20.13593869, 105.66416033 20.1357475, 105.66453508 20.13549663, 105.66489181 20.13520356, 105.66531946 20.13485546, 105.66574493 20.1344903, 105.66617316 20.13413549, 105.66661069 20.13378496, 105.66705896 20.13341557, 105.66751837 20.13304723, 105.66798365 20.13266158, 105.66837634 20.1323175, 105.66874749 20.13200498)",8.22452905812,7.915,6.125,12.53,1.22771571308,34.0137274549,33.785,19.24,53.745,212TH00023_1_seg2,519,23710.9742043
"LINESTRING (105.6694141 20.12901486, 105.66937462 20.12883256, 105.66935174 20.12860474, 105.66932106 20.12836816, 105.66927136 20.12805107, 105.66924018 20.12772745, 105.66917824 20.12734473, 105.66913549 20.12696394, 105.66909576 20.1266388, 105.66902854 20.1262866, 105.66886039 20.125889, 105.66868806 20.12546659, 105.66861372 20.12518471, 105.66873718 20.12500228, 105.6690116 20.12480099, 105.66932132 20.12452996, 105.66951402 20.12414816, 105.66963865 20.12378011, 105.66976162 20.12347363, 105.66988131 20.12305248, 105.67009027 20.12263758, 105.67035925 20.12222422, 105.67070978 20.12183618, 105.67105528 20.12157953, 105.6714069 20.12135615, 105.6717887 20.12114451, 105.67218382 20.12089762, 105.67250853 20.12055652, 105.67275857 20.12017543, 105.67302075 20.11977968, 105.67328386 20.11932383, 105.67359265 20.11882721, 105.67393723 20.11829152, 105.67427401 20.11789841, 105.67471842 20.11765005, 105.67518261 20.11738527, 105.67559718 20.11705372, 105.67587194 20.11653945, 105.67605224 20.11599165, 105.67616682 20.1155006, 105.67613848 20.11510271, 105.67623991 20.11471349, 105.67636287 20.11430609, 105.67645239 20.11391105, 105.67650134 20.11347142, 105.67656462 20.11305417, 105.67664358 20.1126101, 105.67672773 20.11209272, 105.67682781 20.11152187, 105.6769242 20.11093485, 105.67704407 20.11041433, 105.67711372 20.10989327, 105.67724565 20.10934983, 105.67739024 20.10873405, 105.67751613 20.10810516, 105.67768076 20.1074398, 105.6778344 20.10680844, 105.67796205 20.10620787, 105.67809239 20.10560748, 105.67819364 20.10501349, 105.67829045 20.10449126, 105.67834435 20.10415594, 105.67833287 20.10381664, 105.67839573 20.10341444, 105.6785487 20.10299446, 105.67876881 20.10258354, 105.67897643 20.10217639, 105.67914415 20.10182711, 105.67929721 20.10154774, 105.67944992 20.1012576, 105.67962335 20.10085444, 105.67979459 20.10035873, 105.67993423 20.09992342, 105.68003783 20.09966278, 105.68012718 20.09938857, 105.68021192 20.09917885, 105.68032843 20.09887446, 105.68048358 20.09846295, 105.68065524 20.09795094, 105.68082447 20.09746337, 105.68095213 20.09695287, 105.68086755 20.09646856, 105.68074543 20.09598371, 105.68044117 20.09558134, 105.68013556 20.09512918, 105.67979408 20.09465908, 105.6792791 20.0943085, 105.67892849 20.09396028, 105.67879672 20.09372018, 105.67870645 20.09337208, 105.67864752 20.09296388, 105.67866881 20.09260497, 105.6787963 20.09225347, 105.67908707 20.09187163, 105.67947146 20.09155748, 105.67974463 20.09140032, 105.68013674 20.09140878, 105.68049372 20.091382, 105.68087116 20.0911479, 105.68131188 20.09081556, 105.68173818 20.09044005, 105.68214169 20.09007615, 105.68249079 20.08970567, 105.68271627 20.08936381, 105.68284325 20.08917371, 105.6830305 20.08890586, 105.6832574 20.08851497, 105.68348221 20.08805389, 105.68367474 20.08760369, 105.68389619 20.08709676, 105.68402678 20.08671903, 105.68418872 20.0863252, 105.68432492 20.08596465, 105.6844219 20.08565247, 105.68427647 20.08549238, 105.68395486 20.08529783, 105.68371531 20.084917, 105.68362704 20.08439192, 105.68346662 20.08385732, 105.6832885 20.08337838, 105.68328087 20.08300065, 105.68338464 20.08254987, 105.68341465 20.08202206, 105.68340886 20.08149454, 105.68334675 20.08101393, 105.68322513 20.08054458, 105.68320435 20.07999531, 105.68324097 20.07943528, 105.68333745 20.07890085, 105.68347123 20.07836097, 105.68360936 20.07785856, 105.68369553 20.07729332, 105.68368111 20.07670672, 105.68367683 20.07608134, 105.683633 20.0754778, 105.68361154 20.07492447, 105.68360819 20.07446841, 105.68356368 20.07394228, 105.68353074 20.07334105, 105.68350039 20.07272447, 105.6834667 20.07208682, 105.68345253 20.07141589, 105.68341901 20.07073532, 105.68342404 20.07004981, 105.68341825 20.06934158, 105.6834071 20.06865074, 105.68349461 20.06799293, 105.6838293 20.06731991, 105.68418461 20.06659718, 105.6844452 20.06587579, 105.68461401 20.06516044, 105.68475726 20.06448854, 105.6847317 20.06386585, 105.68462223 20.06318708, 105.68449231 20.06252219, 105.68438971 20.06189434, 105.6841406 20.06128661, 105.6837625 20.06079468, 105.68338397 20.06038233, 105.68297493 20.05993051, 105.68250974 20.05941514, 105.68200976 20.05891106, 105.68152981 20.05837252, 105.6811305 20.05790649, 105.68075482 20.05750554, 105.68031175 20.05719754, 105.68006717 20.05685288, 105.68005392 20.05636099, 105.6802975 20.05589479, 105.68057511 20.05539887, 105.68079438 20.05481625, 105.68096093 20.05425545, 105.68113569 20.0537364, 105.68140375 20.05325973, 105.68168026 20.05276943, 105.68194974 20.05228759, 105.68223037 20.05179013, 105.68250328 20.05131554, 105.68278039 20.05082034, 105.68309102 20.05032954, 105.68343887 20.04979611, 105.68384841 20.04926269, 105.68427631 20.04874917, 105.68467378 20.04829328, 105.68509715 20.04777737, 105.68552705 20.047224, 105.68593475 20.04666732, 105.68643959 20.04613067, 105.68696707 20.04558408, 105.68742162 20.04503842, 105.68781003 20.04447344, 105.68821731 20.04388369, 105.68863129 20.04336967, 105.68902231 20.04289253, 105.6894036 20.0424314, 105.68978204 20.04196423, 105.69015034 20.04139703, 105.69046022 20.04086633, 105.69061722 20.04046509, 105.69041639 20.04005224, 105.69016309 20.03963725, 105.68989914 20.03922452, 105.68972781 20.03883912, 105.68975975 20.03839639, 105.68989118 20.03782831, 105.69003501 20.03717531, 105.6901801 20.03651143, 105.6902713 20.03577365, 105.69020499 20.03517791, 105.69024188 20.0345338, 105.69035972 20.03386019, 105.69046617 20.0331787, 105.69060422 20.03248493, 105.6907157 20.03180499, 105.69102357 20.03121017, 105.69143998 20.03067402, 105.6918735 20.030095, 105.69239569 20.02975167, 105.69269316 20.02938149, 105.69286105 20.02897551, 105.69298695 20.02848031, 105.69304026 20.02799495, 105.69301117 20.0275018, 105.69296365 20.02693736, 105.69292911 20.02650331, 105.69287388 20.02612688, 105.69280447 20.02570087, 105.69272988 20.02519221, 105.69261798 20.02469843, 105.69259719 20.02425, 105.692521 20.02378636, 105.6925065 20.02332937, 105.69258537 20.02288702, 105.69263239 20.02239919, 105.69260876 20.02184209, 105.69258923 20.02137786, 105.69259124 20.02101178, 105.69261915 20.02058325, 105.69270791 20.02009492, 105.69283373 20.01962642, 105.69291579 20.01916143, 105.69297873 20.01879141, 105.69301813 20.01855835, 105.69306222 20.01831628, 105.69318803 20.01797196, 105.69340118 20.01761828, 105.69360436 20.01725078, 105.69385028 20.0168715, 105.69410359 20.01647952, 105.69439846 20.01606692, 105.69465185 20.01563969, 105.69493817 20.01522424, 105.69522366 20.01482614, 105.69551284 20.01436623, 105.69583629 20.01384844)",9.58543137255,9.72,6.01,14.22,1.23825283718,40.3891764706,39.885,19.88,62.33,212TH00024_1_seg2,255,14250.1330001
