,ID,IsCentroid,Line_Geome,TC_iri_med,VPROMMS_ID,geometry,iri_max,iri_mean,iri_med,iri_min,iri_stdev,length,osmid,speed_mean,speed_med,total_cost,End_pos,Start_pos,TNODE_,FNODE_
10,30,0,"LINESTRING (105.5475506704337 20.02627770332113, 105.5476071080274 20.02633329642399, 105.54765117006 20.02638614110247, 105.5476724737901 20.02643862798401, 105.5476897121449 20.02649894919954, 105.5476996173222 20.02655696120754, 105.5477006264123 20.0",2.655,Input VPROMMS: 213YD00005 (63.16 pct); 214YD00001 (36.84 pct);,"LINESTRING (105.5475506704337 20.02627770332113, 105.5482571824201 20.02856116734694)",2.71,2.655,2.655,2.6,0.0777817459305,0.267963462789,10010,22.045,22.045,0.311842479821,"(105.54755067, 20.0262777033)","(105.548257182, 20.0285611673)",9,25
11,23,0,"LINESTRING (105.5457177995032 20.01747445067507, 105.5457188106576 20.01747964433264, 105.5457222307837 20.01749146592581, 105.5457327535509 20.01754586859592, 105.5457362457142 20.01755767695708, 105.545746691255 20.01761209641803, 105.5457678275884 20.",9.56,Input VPROMMS: 213YD00005 (54.39 pct); 214YD00003 (45.61 pct);,"LINESTRING (105.5475506704337 20.02627770332113, 105.5457177995032 20.01747445067507)",13.45,8.856875,9.56,4.76,3.63900117935,1.00211526894,10011,23.29875,22.625,2.89611312724,"(105.54755067, 20.0262777033)","(105.5457178, 20.0174744507)",9,20
12,18,0,"LINESTRING (105.5397463540607 20.00926851084176, 105.5398047950596 20.00945493840376, 105.5398193297083 20.00948738430796, 105.5398331237574 20.00952738653475, 105.5398415896539 20.00954462341623, 105.539851648182 20.00957376940236, 105.5398700989653 20.",12.185,Input VPROMMS: 214YD00031 (45.76 pct); 213YD00005 (45.76 pct); transit 9_ (5.08 pct); 213YD00007 (3.39 pct);,"LINESTRING (105.5397463540607 20.00926851084176, 105.5457177995032 20.01747445067507)",14.73,12.532,12.185,10.92,1.34355912081,1.12941321348,10012,28.813,28.82,4.0051816083,"(105.539746354, 20.0092685108)","(105.5457178, 20.0174744507)",16,20
13,20,0,"LINESTRING (105.5413496101563 20.04409026267322, 105.5413684006346 20.04407912576653, 105.5414221648523 20.04404031212307, 105.5414374563417 20.04402685431305, 105.5414902612535 20.04398888494025, 105.5415117335927 20.04397661308835, 105.5415455006724 20",7.475,Input VPROMMS: 212TH00029 (60.0 pct); 214YD00056 (37.65 pct); 214YD00058 (2.35 pct);,"LINESTRING (105.5413496101563 20.04409026267322, 105.548912989122 20.03131032986797)",11.01,8.06125,7.475,5.66,1.91899852974,1.92898989424,10013,26.28375,24.805,4.56929481198,"(105.54134961, 20.0440902627)","(105.548912989, 20.0313103299)",11,228
14,21,0,"LINESTRING (105.5418258673257 20.03455365019457, 105.5419138036282 20.0346030327115, 105.5419599467246 20.03461194361161, 105.5419699218087 20.03461471856178, 105.542031657229 20.03462483152934, 105.5420492892328 20.03462575593884, 105.5420936229174 20.0",7.32,Input VPROMMS: 214YD00004 (63.79 pct); 214YD00008 (36.21 pct);,"LINESTRING (105.5418258673257 20.03455365019457, 105.548912989122 20.03131032986797)",10.09,6.99631578947,7.32,3.43,1.85621242357,0.839620944801,10014,31.6694736842,32.29,1.95631680139,"(105.541825867, 20.0345536502)","(105.548912989, 20.0313103299)",18,228
15,35,0,"LINESTRING (105.5484118069716 20.02902956027938, 105.5483752766544 20.02915151375791, 105.5483575806326 20.02924077550055, 105.5483396122973 20.02929495706025, 105.54833104211 20.02933818654203, 105.5483309352422 20.02933964598551, 105.5483324060481 20.0",15.725,212TH00029,"LINESTRING (105.5484118069716 20.02902956027938, 105.548912989122 20.03131032986797)",24.58,15.725,15.725,6.87,12.5228610948,0.264194119805,10015,27.205,27.205,1.17071019339,"(105.548411807, 20.0290295603)","(105.548912989, 20.0313103299)",27,228
16,14,1,"LINESTRING (105.5320607349481 20.0383126445937, 105.5321506566962 20.0382112348663, 105.5322455580111 20.0381151826151, 105.5323473823876 20.03799422676533, 105.5323482988362 20.03799338059785, 105.5323483385461 20.03799331933589, 105.5323492515411 20.03",7.62,Input VPROMMS: 214YD00004 (60.64 pct); 214YD00008 (36.17 pct); 214YD00036 (3.19 pct);,"LINESTRING (105.5320607349481 20.0383126445937, 105.5418258673257 20.03455365019457)",10.66,7.04892857143,7.62,2.94,2.16246830726,1.23092827082,10016,29.4860714286,28.24,2.96038249132,"(105.532060735, 20.0383126446)","(105.541825867, 20.0345536502)",13,18
17,38,0,"LINESTRING (105.5540640106717 20.06325871505795, 105.5540883918506 20.06330901058958, 105.5541233637857 20.06336488277198, 105.5541632980758 20.06341472086866, 105.5542081947206 20.06345852487963, 105.5542421153165 20.06348422090998, 105.5542564674066 20",5.49,Input VPROMMS: transit fr (66.67 pct); 214YD00059 (19.05 pct); transit 4_ (9.52 pct); 212TH00030 (4.76 pct);,"LINESTRING (105.5540640106717 20.06325871505795, 105.5595666702474 20.06825535707615)",5.89,5.40666666667,5.49,4.84,0.529937103186,0.809233788042,10017,37.0833333333,38.92,1.51529026811,"(105.554064011, 20.0632587151)","(105.55956667, 20.0682553571)",14,39
18,39,0,"LINESTRING (105.5540640106717 20.06325871505795, 105.5540944834588 20.06321279098052, 105.5541413280144 20.06315421793733, 105.5542013488923 20.06306095591317, 105.5542023931727 20.06305877975775, 105.5542354940387 20.06300734675858, 105.5542458766149 20",2.17,Input VPROMMS: transit fr (43.75 pct); 214YD00062 (39.06 pct); 214YD00045 (17.19 pct);,"LINESTRING (105.5540640106717 20.06325871505795, 105.5806614737165 20.04349926379046)",7.46,3.23769230769,2.17,1.0,2.37226387601,3.8055081842,10018,32.44,33.82,3.96724228203,"(105.554064011, 20.0632587151)","(105.580661474, 20.0434992638)",14,232
19,97,0,"LINESTRING (105.5806614737165 20.04349926379046, 105.580881547925 20.0434843282227)",6.85040983607,Input VPROMMS: transit fr (33.33 pct); 214YD00096 (33.33 pct); 214YD00062 (33.33 pct);,"LINESTRING (105.580881547925 20.0434843282227, 105.5806614737165 20.04349926379046)",,,,,,0.0230749061187,10019,,,0.0510555940198,"(105.580881548, 20.0434843282)","(105.580661474, 20.0434992638)",41,232
20,85,1,"LINESTRING (105.5757542206403 20.04045534368222, 105.5757750092215 20.04048021179197, 105.57583425332 20.04053799478987, 105.5758849676187 20.04057736797737, 105.5759388749277 20.04060976505193, 105.5759821186901 20.0406290170989, 105.5759951975847 20.04",6.43,Input VPROMMS: 213YD00012 (51.72 pct); transit fr (34.48 pct); 214YD00096 (10.34 pct); 214YD00064 (3.45 pct);,"LINESTRING (105.5757542206403 20.04045534368222, 105.5806614737165 20.04349926379046)",8.23,6.54,6.43,4.81,1.30259740519,0.618859202509,10020,30.2583333333,31.195,1.30424576929,"(105.575754221, 20.0404553437)","(105.580661474, 20.0434992638)",87,232
21,19,0,"LINESTRING (105.5397463540607 20.00926851084176, 105.5397519398643 20.00926289848665, 105.5398815820518 20.00915612221223, 105.5398831520638 20.00915509979071, 105.5399178914436 20.00913767390384, 105.5399765925127 20.00911617995499, 105.5399888810708 20",9.69,Input VPROMMS: 214YD00030 (50.0 pct); 212TH00024 (28.26 pct); transit 9_ (21.74 pct);,"LINESTRING (105.5397463540607 20.00926851084176, 105.5468713218887 20.00675125902982)",9.82,9.69,9.69,9.56,0.183847763109,0.816891359512,10021,37.63,37.63,2.38736499817,"(105.539746354, 20.0092685108)","(105.546871322, 20.006751259)",16,21
22,22,0,"LINESTRING (105.5418258673257 20.03455365019457, 105.5418590735876 20.0342276425476, 105.5418800828371 20.0341183113067, 105.5418810203133 20.03411742756576, 105.541883229837 20.03411474983771, 105.5419089094358 20.03409054047048, 105.5419170890348 20.03",3.58,214YD00005,"LINESTRING (105.5418258673257 20.03455365019457, 105.5474817565942 20.02870989531402)",4.96,3.85,3.58,3.53,0.622454817637,0.913149329114,10022,21.764,21.93,1.27384331411,"(105.541825867, 20.0345536502)","(105.547481757, 20.0287098953)",18,236
23,24,0,"LINESTRING (105.5457177995032 20.01747445067507, 105.5457572753156 20.0174344421829, 105.5458690637991 20.01729660009456, 105.545875002823 20.01729081504487, 105.5459068478061 20.01726638235412, 105.5459201791008 20.01725357801262, 105.5459704335148 20.0",6.85040983607,214YD00003,"LINESTRING (105.5457177995032 20.01747445067507, 105.5469150300363 20.01653822594639)",,,,,,0.163563076921,10023,,,0.3619000662,"(105.5457178, 20.0174744507)","(105.54691503, 20.0165382259)",20,237
24,25,0,"LINESTRING (105.5468713218887 20.00675125902982, 105.5469086515057 20.00675849968364, 105.5469729302811 20.00676374980916, 105.5470120120131 20.0067623614359, 105.5470670834759 20.00675370849202, 105.5471271705394 20.00673644532164, 105.5471381902083 20.",6.85040983607,Input VPROMMS: 213YD00007 (50.0 pct); 212TH00024 (50.0 pct);,"LINESTRING (105.5468713218887 20.00675125902982, 105.5474461348615 20.00670463805945)",,,,,,0.0611377386684,10024,,,0.135273510916,"(105.546871322, 20.006751259)","(105.547446135, 20.0067046381)",21,23
25,26,1,"LINESTRING (105.5468713218887 20.00675125902982, 105.5468205403799 20.00651191546415, 105.5468103775523 20.00647702109234, 105.546793458768 20.00639162724535, 105.5468005813268 20.00636895223732, 105.5468032264194 20.00636316843504, 105.5468195208 20.006",2.935,214YD00012,"LINESTRING (105.5468713218887 20.00675125902982, 105.547506634554 19.99762335909012)",3.52,3.003,2.935,2.61,0.291053641486,1.37461293692,10025,23.797,24.24,1.69592871093,"(105.546871322, 20.006751259)","(105.547506635, 19.9976233591)",21,239
26,28,0,"LINESTRING (105.5474461348615 20.00670463805945, 105.5474935377333 20.00681103771035, 105.5475155125743 20.00687484567035, 105.547543010223 20.00693113064279, 105.5475615527801 20.00695947744171, 105.5475829349013 20.00700324453303, 105.5475869446123 20.",3.5,214YD00011,"LINESTRING (105.5474461348615 20.00670463805945, 105.5492966179619 20.0121282889411)",5.2,3.842,3.5,3.31,0.774674125036,0.638653055988,10026,28.208,27.94,0.878147951984,"(105.547446135, 20.0067046381)","(105.549296618, 20.0121282889)",23,240
