,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.0,16.697204806,42.0033183498,24.7588336423,15.2749685866,8.54745177799,15.8863002144,17.3575457627,11.2343815459,13.469413458,18.1749445039,6.63305546592,23.1124520626,7.29151835831,20.8394249179,16.2753256554,16.6044773297,10.1076614844,14.075347546,68.0238225406,61.3876284438,48.722433692,38.9461118693,36.5378880094,26.1187336441,35.3697437568,10000000044.7,36.9240387064,40.990856854,10000000044.7,40.3402039024,24.5145120834,30.1900862081
1,16.697204806,0.0,54.317803639,37.0733189315,27.5894538757,20.8619370672,22.8093781571,29.6720310518,18.1574594886,25.7838987472,30.4894297931,22.9729526971,17.1128799554,9.40568644764,19.019641793,5.2430181474,16.6866934729,10.1898776276,12.3882737441,80.3383078298,73.702113733,61.0369189811,34.13265413,29.0900527865,16.9859543955,27.9219085339,10000000035.6,32.0646671848,36.1773991148,10000000035.6,35.4808323808,17.9502118329,23.6257859576
2,42.0033183498,54.317803639,0.0,18.6238044665,36.609494759,33.4558665718,40.8122628189,31.190157342,36.1603441504,33.4219967215,29.4046606116,35.5844300124,50.9318817485,46.9440691375,48.6588546037,53.8959244884,46.9271985828,44.1279260114,48.095612073,26.0205041908,19.384310094,6.71911534217,66.7655415551,64.3573176952,59.6338509898,63.1891734426,10000000078.2,64.7434683923,68.8102865399,10000000078.2,68.1596335882,52.3339417692,58.0095158939
3,24.7588336423,37.0733189315,18.6238044665,0.0,19.3650100515,16.2113818643,23.5677781114,13.9456726345,18.9158594429,16.177512014,12.1601759041,18.3399453049,33.687397041,29.69958443,31.4143698962,36.6514397809,29.6827138753,26.8834413039,30.8511273655,44.6443086573,38.0081145605,25.3429198087,49.5210568476,47.1128329877,42.3893662823,45.9446887351,10000000061.0,47.4989836848,51.5658018324,10000000061.0,50.9151488807,35.0894570617,40.7650311864
4,15.2749685866,27.5894538757,36.609494759,19.3650100515,0.0,6.72751680856,13.2023229724,10.495293139,9.43199438711,5.4668021704,12.7811209131,8.85608024915,23.321941902,20.2157193742,21.0489147573,27.1675747252,19.3172587364,17.3995762482,21.3672623098,62.6299989498,55.993804853,43.3286101012,39.1556017086,36.7473778488,32.0239111433,35.5792335962,10000000050.6,37.1335285458,41.2003466934,10000000050.6,40.5496937418,24.7240019228,30.3995760475
5,8.54745177799,20.8619370672,33.4558665718,16.2113818643,6.72751680856,0.0,7.35639624706,8.81009398466,2.70447757855,4.92196168,9.62749272595,2.12856344059,17.4760151767,13.4882025657,15.2029880319,20.4400579166,13.471332011,10.6720594396,14.6397455012,59.4763707627,52.8401766658,40.174981914,33.3096749833,30.9014511234,26.1779844179,29.7333068708,10000000044.8,31.2876018205,35.3544199681,10000000044.8,34.7037670164,18.8780751974,24.5536493221
6,15.8863002144,22.8093781571,40.8122628189,23.5677781114,13.2023229724,7.35639624706,0.0,16.1664902317,4.65191866851,11.3967678439,16.983888973,9.46741187701,10.3456307714,15.4356436556,8.07260362667,22.3089234845,6.34094760574,12.6195005296,16.4679051904,66.8327670097,60.1965729129,47.5313781611,26.179290578,23.7710667181,19.0476000127,22.6029224656,10000000037.6,24.1572174152,28.2240355628,10000000037.6,27.5733826112,11.7476907922,17.4232649169
7,17.3575457627,29.6720310518,31.190157342,13.9456726345,10.495293139,8.81009398466,16.1664902317,0.0,11.5145715632,7.30779510152,6.69451210556,10.9386574253,26.2861091613,22.2982965504,24.0130820166,29.2501519013,22.2814259956,19.4821534243,23.4498394859,57.2106615328,50.574467436,37.9092726841,42.1197689679,39.711545108,34.9880784026,38.5434008555,10000000053.6,40.0976958051,44.1645139527,10000000053.6,43.5138610011,27.6881691821,33.3637433068
8,11.2343815459,18.1574594886,36.1603441504,18.9158594429,9.43199438711,2.70447757855,4.65191866851,11.5145715632,0.0,7.62643925855,12.3319703045,4.8154932085,14.7715375981,10.7837249871,12.4985104534,17.735580338,10.7668544324,7.96758186105,11.9352679227,62.1808483412,55.5446542444,42.8794594925,30.6051974047,28.1969735448,23.4735068394,27.0288292922,10000000042.1,28.5831242419,32.6499423895,10000000042.1,31.9992894379,16.1735976189,21.8491717435
9,13.469413458,25.7838987472,33.4219967215,16.177512014,5.4668021704,4.92196168,11.3967678439,7.30779510152,7.62643925855,0.0,9.59362287562,7.05052512059,21.5163867735,18.4101642457,19.2433596287,25.3620195966,17.5117036078,15.5940211196,19.5617071812,59.4425009123,52.8063068155,40.1411120637,37.3500465801,34.9418227202,30.2183560148,33.7736784676,10000000048.8,35.3279734173,39.3947915649,10000000048.8,38.7441386132,22.9184467942,28.5940209189
10,18.1749445039,30.4894297931,29.4046606116,12.1601759041,12.7811209131,9.62749272595,16.983888973,6.69451210556,12.3319703045,9.59362287562,0.0,11.7560561665,27.1035079026,23.1156952916,24.8304807579,30.0675506426,23.0988247369,20.2995521656,24.2672382272,55.4251648024,48.7889707056,36.1237759538,42.9371677092,40.5289438493,35.8054771439,39.3607995967,10000000054.4,40.9150945464,44.981912694,10000000054.4,44.3312597424,28.5055679234,34.181142048
11,6.63305546592,22.9729526971,35.5844300124,18.3399453049,8.85608024915,2.12856344059,9.46741187701,10.9386574253,4.8154932085,7.05052512059,11.7560561665,0.0,19.5870308066,13.9245738242,17.3140036619,22.5510735466,15.5823476409,12.7830750696,16.7507611312,61.6049342032,54.9687401064,42.3035453546,35.4206906132,33.0124667533,28.2890000479,31.8443225007,10000000046.9,33.3986174504,37.465435598,10000000046.9,36.8147826464,20.9890908274,26.664664952
12,23.1124520626,17.1128799554,50.9318817485,33.687397041,23.321941902,17.4760151767,10.3456307714,26.2861091613,14.7715375981,21.5163867735,27.1035079026,19.5870308066,0.0,15.8209337043,2.27302714475,12.3295580202,6.50797473293,13.0047905782,16.6349323176,76.9523859393,70.3161918425,57.6509970907,17.9507676249,13.7917012538,9.0682345484,12.6235570012,10000000027.7,15.9286944621,19.9955126097,10000000027.7,19.3448596581,1.76832532787,7.44389945254
13,7.29151835831,9.40568644764,46.9440691375,29.69958443,20.2157193742,13.4882025657,15.4356436556,22.2982965504,10.7837249871,18.4101642457,23.1156952916,13.9245738242,15.8209337043,0.0,13.5479065596,8.98380729709,9.3129589714,2.81614312609,6.78382918769,72.9645733283,66.3283792315,53.6631844797,31.6545935109,29.246369651,18.8272152858,28.0782253985,10000000037.4,29.6325203481,33.6993384957,10000000037.4,33.0486855441,17.2229937251,22.8985678498
14,20.8394249179,19.019641793,48.6588546037,31.4143698962,21.0489147573,15.2029880319,8.07260362667,24.0130820166,12.4985104534,19.2433596287,24.8304807579,17.3140036619,2.27302714475,13.5479065596,0.0,14.2363198579,4.23494758818,10.7317634335,14.3619051728,74.6793587946,68.0431646977,55.3779699459,18.1066869514,15.6984630915,10.974996386,14.5303188389,10000000029.6,16.0846137886,20.1514319361,10000000029.6,19.5007789845,3.67508716551,9.35066129018
15,16.2753256554,5.2430181474,53.8959244884,36.6514397809,27.1675747252,20.4400579166,22.3089234845,29.2501519013,17.735580338,25.3620195966,30.0675506426,22.5510735466,12.3295580202,8.98380729709,14.2363198579,0.0,16.2648143223,9.767998477,11.9663945935,79.9164286793,73.2802345824,60.6150398306,29.3493321948,24.3067308514,12.2026324604,23.1385865988,10000000030.8,27.2813452497,31.3940771796,10000000030.8,30.6975104456,13.1668898978,18.8424640224
16,16.6044773297,16.6866934729,46.9271985828,29.6827138753,19.3172587364,13.471332011,6.34094760574,22.2814259956,10.7668544324,17.5117036078,23.0988247369,15.5823476409,6.50797473293,9.3129589714,4.23494758818,16.2648143223,0.0,6.49681584531,10.1269575846,72.9477027736,66.3115086768,53.646313925,22.3416345395,19.9334106796,15.2099439742,18.7652664271,10000000033.8,20.3195613767,24.3863795243,10000000033.8,23.7357265727,7.91003475369,13.5856088784
17,10.1076614844,10.1898776276,44.1279260114,26.8834413039,17.3995762482,10.6720594396,12.6195005296,19.4821534243,7.96758186105,15.5940211196,20.2995521656,12.7830750696,13.0047905782,2.81614312609,10.7317634335,9.767998477,6.49681584531,0.0,3.9676860616,70.1484302023,63.5122361054,50.8470413536,28.8384503849,26.430226525,19.6114064657,25.2620822724,10000000038.2,26.816377222,30.8831953696,10000000038.2,30.232542418,14.406850599,20.0824247237
18,14.075347546,12.3882737441,48.095612073,30.8511273655,21.3672623098,14.6397455012,16.4679051904,23.4498394859,11.9352679227,19.5617071812,24.2672382272,16.7507611312,16.6349323176,6.78382918769,14.3619051728,11.9663945935,10.1269575846,3.9676860616,0.0,74.1161162639,67.479922167,54.8147274152,32.4685921242,30.0603682643,21.8098025823,28.8922240117,10000000040.4,30.4465189614,34.513337109,10000000040.4,33.8626841573,18.0369923383,23.712566463
19,68.0238225406,80.3383078298,26.0205041908,44.6443086573,62.6299989498,59.4763707627,66.8327670097,57.2106615328,62.1808483412,59.4425009123,55.4251648024,61.6049342032,76.9523859393,72.9645733283,74.6793587946,79.9164286793,72.9477027736,70.1484302023,74.1161162639,0.0,7.34035830131,19.3013888487,92.7860457459,90.377821886,85.6543551806,89.2096776334,10000000104.3,90.7639725831,94.8307907307,10000000104.3,94.1801377791,78.3544459601,84.0300200847
20,61.3876284438,73.702113733,19.384310094,38.0081145605,55.993804853,52.8401766658,60.1965729129,50.574467436,55.5446542444,52.8063068155,48.7889707056,54.9687401064,70.3161918425,66.3283792315,68.0431646977,73.2802345824,66.3115086768,63.5122361054,67.479922167,7.34035830131,0.0,12.6651947518,86.1498516491,83.7416277892,79.0181610838,82.5734835366,10000000097.6,84.1277784863,88.1945966339,10000000097.6,87.5439436822,71.7182518632,77.3938259879
21,48.722433692,61.0369189811,6.71911534217,25.3429198087,43.3286101012,40.174981914,47.5313781611,37.9092726841,42.8794594925,40.1411120637,36.1237759538,42.3035453546,57.6509970907,53.6631844797,55.3779699459,60.6150398306,53.646313925,50.8470413536,54.8147274152,19.3013888487,12.6651947518,0.0,73.4846568973,71.0764330374,66.3529663319,69.9082887848,10000000084.9,71.4625837345,75.529401882,10000000084.9,74.8787489304,59.0530571114,64.7286312361
