,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,10000000037.7,10000000037.7,31.1652160367,16.5614248021,12.0362592462,8.71039094665,19.8968380989,13.2394564635,0.0,18.2102850677,10.2252730314,7.9373708575,81.0912999537,16.1335247131,10.2356539478,21.4786150665,74.3454148218,58.0434698155,50.0776167305,29.3429781909,47.5273234805,10000000053.4,10000000053.4,48.3510274424,45.0574357596,45.7411621716,22.9081463944,18.6415983248,17.0220335512,30.2121617669,27.780387709,43.5011287852,24.5722052525
1,10000000026.7,10000000026.7,20.1869013678,3.3354132968,12.0559932046,11.1864471523,0.0,21.462166235,19.8968380989,32.4613617034,24.4763496671,27.0176453946,95.3423765894,30.3846013488,24.4867305834,35.7296917022,88.5964914575,72.2945464512,64.3286933662,43.5940548266,41.7665090018,10000000042.5,10000000042.5,42.5902129638,39.2966212809,39.9803476929,22.9278803527,26.8643080963,15.0163725555,19.2338470979,19.2919354344,37.7403143066,22.5001178908
2,10000000076.9,10000000076.9,70.4138984354,60.9932800694,52.2727001616,55.5985684612,64.3286933662,42.8665271312,50.0776167305,43.7612808613,39.8523436991,42.3936394266,31.0136832232,41.6845205067,39.8419627827,35.1674924603,24.2677980913,7.96585308502,0.0,22.4059799571,80.5109960862,10000000092.7,10000000092.7,81.3347000481,78.0411083653,78.7248347773,55.8918190001,48.2686689925,57.2584744666,69.4608441656,60.7640603147,76.484801391,57.5558778583
3,10000000056.2,10000000056.2,49.6792598958,40.2586415298,31.538061622,34.8639299216,43.5940548266,22.1318885916,29.3429781909,23.0266423217,19.1177051595,21.6590008871,53.4196631803,20.9498819671,19.1073242432,14.4328539207,46.6737780484,30.3718330421,22.4059799571,0.0,59.7763575466,10000000071.9,10000000071.9,60.6000615086,57.3064698257,57.9901962377,35.1571804605,27.5340304529,36.523835927,48.726205626,40.0294217751,55.7501628514,36.8212393187
4,10000000044.2,10000000044.2,37.66882917,29.1259484066,20.4053684988,23.7312367984,32.4613617034,10.9991954684,18.2102850677,0.0,7.9850120363,10.5263077638,74.7749640845,2.07676035458,7.97463111994,15.1622791973,68.0290789526,51.7271339463,43.7612808613,23.0266423217,47.7659268208,10000000059.9,10000000059.9,48.5896307828,45.2960390999,45.9797655119,23.1467497347,15.5235997271,25.3911428038,36.7157749002,28.0189910493,43.7397321256,24.8108085929
5,10000000037.1,10000000037.1,30.5719356527,21.1513172866,12.4307373789,15.7566056784,24.4867305834,3.02456434845,10.2356539478,7.97463111994,0.0103809163611,2.5516766439,70.855646006,5.89787076536,0.0,11.2429611187,64.109760874,47.8078158677,39.8419627827,19.1073242432,40.6690333035,10000000052.8,10000000052.8,41.4927372654,38.1991455826,38.8828719946,16.0498562173,8.42670620977,17.4165116838,29.6188813828,20.9220975319,36.6428386082,17.7139150755
6,10000000028.8,10000000028.8,22.3122123265,23.6293196369,14.9087397291,18.2346080287,26.9647329337,5.50256669874,18.7420231623,15.6240245645,8.51675013083,11.0580458584,79.3827770532,13.5472642099,8.52713104719,19.7700921659,72.6368919212,56.3349469149,48.3690938299,27.6344552903,32.4093099773,10000000044.6,10000000044.6,33.2330139392,29.9394222564,30.6231486684,7.79013289116,0.100424837425,19.8069975754,21.3591580567,12.6623742058,28.3831152821,9.45419174935
7,10000000047.4,10000000047.4,40.8377857343,31.4171673683,22.6965874605,26.02245576,34.7525806651,13.2904144301,20.5015040294,12.4240656198,10.276230998,12.8175267255,68.2823348634,10.3473052652,10.2658500816,7.90718766715,61.5364497314,45.2345047252,37.2686516401,16.5340131006,50.9348833851,10000000063.1,10000000063.1,51.758587347,48.4649956642,49.1487220762,26.315706299,18.6925562914,27.6823617655,39.8847314644,31.1879476136,46.9086886898,27.9797651571
8,10000000034.1,10000000034.1,27.5473713042,18.1267529382,9.40617303041,12.73204133,21.462166235,0.0,13.2394564635,10.9991954684,3.01418343209,5.55547915963,73.8802103544,8.92243511381,3.02456434845,14.2675254672,67.1343252225,50.8323802162,42.8665271312,22.1318885916,37.644468955,10000000049.8,10000000049.8,38.468172917,35.1745812341,35.8583076461,13.0252918689,5.40214186131,14.3919473354,26.5943170344,17.8975331835,33.6182742598,14.6893507271
9,10000000042.0,10000000042.0,35.5105421561,26.9676613926,18.2470814849,21.5729497844,30.3030746894,8.84090845445,16.0519980538,6.49863866168,5.82672502236,8.36802074989,70.9921941219,4.4218783071,5.81634410599,11.3795092347,64.24630899,47.9443639837,39.9785108987,19.2438723591,45.6076398069,10000000057.8,10000000057.8,46.4313437688,43.137752086,43.8214784979,20.9884627207,13.3653127132,23.2328557898,34.5574878862,25.8607040353,41.5814451116,22.6525215789
