,ID,Social_Cost_3,Isolated_Trips_3,CRIT_SCORE_3
0,0.0,18044875.7717,180448.757717,0.692348769548
1,10.0,24184466.2998,241844.662998,0.927913591464
2,5.0,10270045.8324,102700.458324,0.394042812221
3,12.0,152734.387138,0.0,0.00468811052358
4,8.0,4076000.0,40760.0,0.156388640209
5,11.0,43168.1310407,0.0,0.00132502557681
6,9.0,8700984.81068,87009.8481068,0.333840820173
7,17.0,728084.276963,0.0,0.0223482060907
8,16.0,1908520.60397,0.0,0.0585811466273
9,30.0,278761.205261,0.0,0.00855644471716
10,23.0,552065.469411,0.0,0.0169453911811
11,20.0,152101.548223,0.0,0.00466868582932
12,13.0,118361.64397,0.0,0.00363305526073
13,14.0,50252.0799853,0.0,0.00154246407391
14,39.0,1381804.09282,0.0,0.0424138298552
15,38.0,2268232.85282,0.0,0.0696223457372
16,18.0,552065.469411,0.0,0.0169453911811
17,19.0,1789459.49792,0.0,0.0549266217055
18,22.0,0.0,0.0,0.0
19,21.0,50252.0799853,0.0,0.00154246407391
20,24.0,0.0,0.0,0.0
21,26.0,10603782.192,106037.82192,0.406847663906
22,25.0,2223252.32376,0.0,0.0682416894515
23,28.0,6889075.07592,68890.7507592,0.264321168651
24,29.0,2343722.99282,0.0,0.0719394802502
25,34.0,0.0,0.0,0.0
26,33.0,278761.205261,0.0,0.00855644471716
27,35.0,242311.122366,0.0,0.00743762648368
28,36.0,284716.879579,0.0,0.00873925135271
29,37.0,13458898.6575,134588.986575,0.516393243317
30,46.0,13458898.6575,134588.986575,0.516393243317
31,40.0,0.0,0.0,0.0
32,41.0,1291306.58897,0.0,0.0396360513333
33,60.0,0.0,0.0,0.0
34,59.0,1291306.58897,0.0,0.0396360513333
35,52.0,124670.496337,0.0,0.00382670253119
36,42.0,1363014.61703,0.0,0.0418370956904
37,51.0,277334.651875,0.0,0.0085126573287
38,43.0,0.0,0.0,0.0
39,45.0,0.0,0.0,0.0
40,44.0,26063274.1262,260632.741262,1.0
41,97.0,293306.29692,0.0,0.00900289949758
42,98.0,293306.29692,0.0,0.00900289949758
43,47.0,0.0,0.0,0.0
44,48.0,17999110.1067,179991.101067,0.690592824967
45,49.0,284716.879579,0.0,0.00873925135271
46,53.0,284716.879579,0.0,0.00873925135271
47,50.0,0.0,0.0,0.0
48,66.0,5001000.0,50010.0,0.191879192759
49,55.0,0.0,0.0,0.0
50,70.0,298310.184893,0.0,0.00915649149677
51,54.0,0.0,0.0,0.0
52,56.0,0.0,0.0,0.0
53,58.0,588642.426972,0.0,0.018068103773
54,57.0,370330.223175,0.0,0.0113671128618
55,61.0,3313434.21287,0.0,0.101704312262
56,62.0,1291306.58897,0.0,0.0396360513333
57,63.0,0.0,0.0,0.0
58,64.0,0.0,0.0,0.0
59,103.0,197988.676187,0.0,0.00607716974401
60,100.0,197988.676187,0.0,0.00607716974401
61,65.0,0.0,0.0,0.0
62,67.0,0.0,0.0,0.0
63,74.0,0.0,0.0,0.0
64,75.0,0.0,0.0,0.0
65,68.0,0.0,0.0,0.0
66,69.0,0.0,0.0,0.0
67,71.0,177004.825751,0.0,0.00543308027667
68,72.0,138906.02275,0.0,0.00426365535129
69,73.0,0.0,0.0,0.0
