,ID,Social_Cost_1,Isolated_Trips_1,CRIT_SCORE_1
0,0.0,949594164.579,949594.164579,0.648066262857
1,10.0,949594164.579,949594.164579,0.648066262857
2,5.0,0.0,0.0,0.0
3,12.0,1198301.21326,0.0,0.000654240405444
4,8.0,400048961.866,400048.961866,0.273020038819
5,11.0,681783.898412,0.0,0.000372235769427
6,9.0,338208907.278,338208.907278,0.230816269498
7,17.0,5206514.01367,0.0,0.00284261736663
8,16.0,10746020.5255,0.0,0.005867039729
9,30.0,1380407.38206,0.0,0.000753665501902
10,23.0,2318098.40276,0.0,0.00126561971406
11,20.0,482119.888893,0.0,0.000263224561648
12,13.0,1452940.05829,0.0,0.000793266402725
13,14.0,451755.538724,0.0,0.000246646438764
14,39.0,8288693.11298,0.0,0.0045254047003
15,38.0,12948790.3128,0.0,0.0070696931043
16,18.0,2318098.40276,0.0,0.00126561971406
17,19.0,6140467.89784,0.0,0.00335253120222
18,22.0,0.0,0.0,0.0
19,21.0,451755.538724,0.0,0.000246646438764
20,24.0,0.0,0.0,0.0
21,26.0,479580073.798,479580.073798,0.32729736319
22,25.0,8222972.69525,0.0,0.00448952311037
23,28.0,0.0,0.0,0.0
24,29.0,8222972.69525,0.0,0.00448952311037
25,34.0,0.0,0.0,0.0
26,33.0,1380407.38206,0.0,0.000753665501902
27,35.0,1053695.45428,0.0,0.00057528952954
28,36.0,2750759.46892,0.0,0.00150184108162
29,37.0,812069209.66,812069.20966,0.554210079965
30,46.0,812069209.66,812069.20966,0.554210079965
31,40.0,0.0,0.0,0.0
32,41.0,5755075.58815,0.0,0.00314211731116
33,60.0,0.0,0.0,0.0
34,59.0,5755075.58815,0.0,0.00314211731116
35,52.0,452645.057114,0.0,0.000247132092009
36,42.0,6750758.93271,0.0,0.00368573378073
37,51.0,2137581.37141,0.0,0.00116706224414
38,43.0,0.0,0.0,0.0
39,45.0,0.0,0.0,0.0
40,44.0,1465273258.31,1465273.25831,1.0
41,97.0,1416217.75783,0.0,0.000773217009073
42,98.0,1416217.75783,0.0,0.000773217009073
43,47.0,0.0,0.0,0.0
44,48.0,971224463.185,971224.463185,0.662828218337
45,49.0,2750759.46892,0.0,0.00150184108162
46,53.0,2750759.46892,0.0,0.00150184108162
47,50.0,0.0,0.0,0.0
48,66.0,545044893.241,545044.893241,0.371974913313
49,55.0,0.0,0.0,0.0
50,70.0,1941891.14155,0.0,0.00106022061375
51,54.0,0.0,0.0,0.0
52,56.0,0.0,0.0,0.0
53,58.0,4222987.24079,0.0,0.00230563805998
54,57.0,2733842.87899,0.0,0.00149260507608
55,61.0,13697802.6626,0.0,0.00747863380973
56,62.0,5755075.58815,0.0,0.00314211731116
57,63.0,0.0,0.0,0.0
58,64.0,0.0,0.0,0.0
59,103.0,955715.593637,0.0,0.000521795146791
60,100.0,955715.593637,0.0,0.000521795146791
61,65.0,0.0,0.0,0.0
62,67.0,0.0,0.0,0.0
63,74.0,0.0,0.0,0.0
64,75.0,0.0,0.0,0.0
65,68.0,0.0,0.0,0.0
66,69.0,0.0,0.0,0.0
67,71.0,1019164.40437,0.0,0.000556436500065
68,72.0,806590.798262,0.0,0.000440376997907
69,73.0,0.0,0.0,0.0
70,92.0,0.0,0.0,0.0
71,91.0,0.0,0.0,0.0
72,102.0,0.0,0.0,0.0
73,109.0,590671523.466,590671.523466,0.403113562685
74,82.0,0.0,0.0,0.0
75,81.0,676507.983244,0.0,0.000369355260887
76,76.0,676507.983244,0.0,0.000369355260887
77,77.0,447933392.398,447933.392398,0.3056995614
78,78.0,0.0,0.0,0.0
79,83.0,0.0,0.0,0.0
80,80.0,0.0,0.0,0.0
81,79.0,0.0,0.0,0.0
82,95.0,0.0,0.0,0.0
83,86.0,0.0,0.0,0.0
84,89.0,0.0,0.0,0.0
85,93.0,676507.983244,0.0,0.000369355260887
86,84.0,0.0,0.0,0.0
87,85.0,5003794.66882,0.0,0.00273193802749
88,87.0,4072418.56615,0.0,0.00222343159164
89,99.0,10057112.3672,0.0,0.00549091430429
90,104.0,0.0,0.0,0.0
91,88.0,565370862.718,565370.862718,0.38584670778
92,107.0,565370862.718,565370.862718,0.38584670778
93,90.0,971224463.185,971224.463185,0.662828218337
94,94.0,5437436.71866,0.0,0.0029686949859
95,119.0,174403.26273,0.0,9.52195158088e-05
96,118.0,1333748.54881,0.0,0.000728191027167
97,101.0,0.0,0.0,0.0
98,106.0,1416217.75783,0.0,0.000773217009073
99,105.0,0.0,0.0,0.0
100,108.0,0.0,0.0,0.0
101,111.0,471060.011844,0.0,0.000257186164654
102,110.0,0.0,0.0,0.0
103,112.0,0.0,0.0,0.0
104,120.0,590671523.466,590671.523466,0.403113562685
105,113.0,0.0,0.0,0.0
106,115.0,0.0,0.0,0.0
107,114.0,5437436.71866,0.0,0.0029686949859
108,116.0,32344791.5311,0.0,0.0176593908871
109,117.0,0.0,0.0,0.0
110,121.0,226779.627875,0.0,0.000123815610003
111,122.0,604373.094357,0.0,0.00032997154131
112,124.0,1945349.05602,0.0,0.00106210854254
113,123.0,32344791.5311,0.0,0.0176593908871
114,126.0,0.0,0.0,0.0
115,128.0,0.0,0.0,0.0
116,127.0,604373.094357,0.0,0.00032997154131
117,129.0,245709.020866,0.0,0.000134150552177
118,130.0,32344791.5311,0.0,0.0176593908871
119,146.0,0.0,0.0,0.0
120,131.0,4184006.27054,0.0,0.00228435549304
121,148.0,4647318.99848,0.0,0.00253731184794
122,132.0,0.0,0.0,0.0
123,134.0,3984698.56295,0.0,0.00217553881658
124,133.0,661563.116681,0.0,0.00036119576355
125,158.0,0.0,0.0,0.0
126,159.0,5554052.60526,0.0,0.00303236414027
127,135.0,2823871.69336,0.0,0.00154175840027
128,137.0,0.0,0.0,0.0
129,136.0,0.0,0.0,0.0
130,139.0,3467445.30441,0.0,0.001893132375
131,138.0,4995180.83805,0.0,0.00272723510633
132,141.0,5123641.51306,0.0,0.0027973711983
133,143.0,0.0,0.0,0.0
134,144.0,0.0,0.0,0.0
135,140.0,0.0,0.0,0.0
136,142.0,0.0,0.0,0.0
137,147.0,0.0,0.0,0.0
138,145.0,0.0,0.0,0.0
139,152.0,781390.709192,0.0,0.000426618423429
140,155.0,3882174.54345,0.0,0.00211956344466
141,149.0,1042791.61156,0.0,0.000569336323115
142,150.0,11148342.7085,0.0,0.00608669687799
143,151.0,0.0,0.0,0.0
144,153.0,781390.709192,0.0,0.000426618423429
145,154.0,0.0,0.0,0.0
146,163.0,618605003.356,618605.003356,0.422177228614
147,156.0,0.0,0.0,0.0
148,162.0,618605003.356,618605.003356,0.422177228614
149,164.0,13980917.9398,0.0,0.00763320717715
150,157.0,13505151.4888,0.0,0.00737345142265
151,172.0,0.0,0.0,0.0
152,174.0,5554052.60526,0.0,0.00303236414027
153,169.0,288739.250241,0.0,0.00015764390627
154,167.0,5557288.51733,0.0,0.00303413086169
155,177.0,485432168.441,485432.168441,0.331291222089
156,166.0,0.0,0.0,0.0
157,182.0,485432168.441,485432.168441,0.331291222089
158,168.0,6431945.54604,0.0,0.00351167020052
159,178.0,8753513.36464,0.0,0.00477918412282
160,175.0,16561175.2466,0.0,0.00904195863951
161,171.0,0.0,0.0,0.0
162,173.0,288739.250241,0.0,0.00015764390627
163,179.0,1306044.59873,0.0,0.000713065411559
164,183.0,6137724.85557,0.0,0.00335103357452
165,176.0,718041305.871,718041.305871,0.490039179926
166,180.0,3765678.18314,0.0,0.00205595954845
167,184.0,4370507.04027,0.0,0.00238617992404
168,194.0,824924.244432,0.0,0.000450386569059
169,185.0,3765678.18314,0.0,0.00205595954845
170,197.0,4919410.91794,0.0,0.00268586675695
171,186.0,0.0,0.0,0.0
172,187.0,1767727.29395,0.0,0.0009651318122
173,188.0,663409105.493,663409.105493,0.452754530071
174,189.0,0.0,0.0,0.0
175,190.0,439846135.397,439846.135397,0.300180278936
176,191.0,0.0,0.0,0.0
177,192.0,439846135.397,439846.135397,0.300180278936
178,193.0,580116.661247,0.0,0.000316728177741
179,196.0,38313.017657,0.0,2.09178826896e-05
180,195.0,538284941.333,538284.941333,0.367361472189
181,198.0,397487.678651,0.0,0.00021701763894
182,199.0,4050627.31769,0.0,0.00221153415294
183,204.0,434043.751164,0.0,0.000236976276583
184,205.0,1282223143.9,1282223.1439,0.875074418118
185,200.0,494629.589974,0.0,0.000270054523779
186,207.0,494629.589974,0.0,0.000270054523779
187,201.0,494629.589974,0.0,0.000270054523779
188,206.0,0.0,0.0,0.0
189,202.0,0.0,0.0,0.0
190,203.0,0.0,0.0,0.0
191,217.0,587188460.388,587188.460388,0.400736488609
192,218.0,0.0,0.0,0.0
193,214.0,638929319.147,638929.319147,0.436047894495
194,213.0,494629.589974,0.0,0.000270054523779
195,209.0,1282223143.9,1282223.1439,0.875074418118
196,211.0,454419.50373,0.0,0.000248100892391
197,210.0,1246581.13055,0.0,0.000680599948703
198,212.0,0.0,0.0,0.0
199,216.0,587188460.388,587188.460388,0.400736488609
200,215.0,0.0,0.0,0.0
201,219.0,688435858.445,688435.858445,0.469834452065
202,220.0,0.0,0.0,0.0
203,221.0,688435858.445,688435.858445,0.469834452065
204,222.0,0.0,0.0,0.0
205,223.0,0.0,0.0,0.0
206,224.0,688435858.445,688435.858445,0.469834452065
207,230.0,0.0,0.0,0.0
208,229.0,1993294.30074,0.0,0.00108828536353
209,226.0,3417290.26439,0.0,0.00186574906489
210,227.0,940123841.457,940123.841457,0.641603084014
211,234.0,1993294.30074,0.0,0.00108828536353
212,231.0,0.0,0.0,0.0
213,235.0,1993294.30074,0.0,0.00108828536353
214,232.0,0.0,0.0,0.0
215,233.0,0.0,0.0,0.0
216,236.0,0.0,0.0,0.0
