,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
20,73.2841514734,73.2802345824,56.7458875009,7.34035830131,55.993804853,65.0598628932,70.9036215204,64.5511154263,52.8489505711,12.6651947518,88.1945966339,54.2574232713,10000000084.5,72.1576658378,55.8290041878,63.5937046199,67.479922167,61.3876284438,36.948111135,10000000097.6,73.702113733,1.12542380732,78.3770290504,81.1924743007,87.5439436822,81.5957662497,19.384310094,87.5439436822,66.7408198926,47.5526537685,55.5446542444,63.6810082666,79.0181610838,10000000079.5
21,60.6189567216,60.6150398306,44.080692749,19.3013888487,43.3286101012,52.3946681414,58.2384267686,51.8859206745,40.1837558193,0.0,75.529401882,41.5922285195,10000000071.8,59.4924710859,43.1638094359,50.9285098681,54.8147274152,48.722433692,24.2829163832,10000000084.9,61.0369189811,13.6444634896,65.7118342986,68.5272795489,74.8787489304,68.9305714979,6.71911534217,74.8787489304,54.0756251408,34.8874590167,42.8794594925,51.0158135147,66.3529663319,10000000066.9
22,20.3539991127,29.3493321948,32.3823685544,92.7860457459,39.1556017086,21.0899887559,17.9734691597,42.1095988517,33.3009010779,73.4846568973,9.10231394031,37.419220127,10000000030.0,17.7432566132,36.2809546946,22.5561470291,32.4685921242,38.9461118693,49.2017405141,10000000043.1,34.13265413,87.1291203868,11.4900712349,20.0148934384,13.0885740185,4.55408539939,66.7655415551,13.0885740185,32.067034172,41.7008507722,30.6051974047,28.6696782237,26.088008723,10000000025.0
23,10.4574763158,24.3067308514,29.9741446945,90.377821886,36.7473778488,18.681764896,12.9308678162,39.7013749918,30.8926772181,71.0764330374,23.4403393771,35.0109962671,10000000016.6,19.8129642315,33.8727308347,20.1479231693,30.0603682643,36.5378880094,46.7935166542,10000000029.7,29.0900527865,84.720896527,21.1911836419,8.5842777626,15.1393507658,16.841508993,64.3573176952,15.1393507658,29.6588103122,39.2926269123,28.1969735448,26.2614543638,15.1099115022,10000000011.6
24,10.5879310638,12.2026324604,25.250677989,85.6543551806,32.0239111433,13.9582981906,8.11453956333,29.2822206266,26.1692105126,66.3529663319,28.1327537078,30.2875295617,10000000008.4,15.0894975261,29.1492641292,15.4244564638,21.8098025823,26.1187336441,42.0700499488,10000000021.6,16.9859543955,79.9974298215,16.5643436131,13.3239754265,22.2639085093,21.5339233236,59.6338509898,22.2639085093,18.3776157028,34.5691602068,23.4735068394,19.7801786269,0.0,10000000003.5
25,9.28933206317,23.1385865988,28.8060004419,89.2096776334,35.5792335962,17.5136206434,11.7627235636,38.5332307392,29.7245329655,69.9082887848,18.4578500189,33.8428520145,10000000016.2,18.6448199789,32.7045865821,18.9797789167,28.8922240117,35.3697437568,45.6253724016,10000000029.3,27.9219085339,83.5527522744,16.2086942836,3.60178840434,10.1568614075,11.8590196347,63.1891734426,10.1568614075,28.4906660596,38.1244826597,27.0288292922,25.0933101112,14.7049846624,10000000011.2
26,10000000028.4,10000000030.8,10000000043.8,10000000104.3,10000000050.6,10000000032.6,10000000026.7,10000000047.9,10000000044.8,10000000084.9,10000000045.2,10000000048.9,23.0341416057,10000000033.7,10000000047.7,10000000034.0,10000000040.4,10000000044.7,10000000060.7,0.0,10000000035.6,10000000098.6,10000000035.2,10000000027.9,10000000036.9,10000000038.6,10000000078.2,10000000036.9,10000000037.0,10000000053.2,10000000042.1,10000000038.4,10000000021.6,18.0983925923
27,13.432090714,27.2813452497,30.3602953916,90.7639725831,37.1335285458,19.0679155931,15.9054822145,40.0875256889,31.2788279151,71.4625837345,11.7171538073,35.3971469642,10000000020.3,15.7211834504,34.2588815318,20.5340738663,30.4465189614,36.9240387064,47.1796673513,10000000033.5,32.0646671848,85.107047224,9.46799807211,10.3424846159,3.41616519596,5.11832342317,64.7434683923,3.41616519596,30.0449610092,39.6787776094,28.5831242419,26.6476050609,18.8477433133,10000000015.4
28,22.3987440975,31.3940771796,34.4271135391,94.8307907307,41.2003466934,23.1347337407,20.0182141445,44.1543438365,35.3456460627,75.529401882,0.0,39.4639651118,10000000032.0,19.788001598,38.3256996793,24.6008920139,34.513337109,40.990856854,51.2464854989,10000000045.2,36.1773991148,89.1738653716,13.5348162197,22.0596384232,15.1333190033,6.59883038418,68.8102865399,15.1333190033,34.1117791568,43.7455957569,32.6499423895,30.7144232085,28.1327537078,10000000027.1
29,10000000028.4,10000000030.8,10000000043.8,10000000104.3,10000000050.6,10000000032.6,10000000026.7,10000000047.9,10000000044.8,10000000084.9,10000000045.2,10000000048.9,23.0341416057,10000000033.7,10000000047.7,10000000034.0,10000000040.4,10000000044.7,10000000060.7,0.0,10000000035.6,10000000098.6,10000000035.2,10000000027.9,10000000036.9,10000000038.6,10000000078.2,10000000036.9,10000000037.0,10000000053.2,10000000042.1,10000000038.4,10000000021.6,18.0983925923
30,16.84825591,30.6975104456,33.7764605875,94.1801377791,40.5496937418,22.4840807891,19.3216474105,43.5036908849,34.6949931111,74.8787489304,15.1333190033,38.8133121601,10000000023.7,19.1373486464,37.6750467277,23.9502390623,33.8626841573,40.3402039024,50.5958325472,10000000036.9,35.4808323808,88.52321242,12.8841632681,13.7586498118,0.0,8.53448861913,68.1596335882,0.0,33.4611262052,43.0949428053,31.9992894379,30.0637702569,22.2639085093,10000000018.8
31,4.17155681563,13.1668898978,17.9507687685,78.3544459601,24.7240019228,6.65838897006,1.79102686263,27.6779990659,18.8693012921,59.0530571114,18.2271872819,22.9876203411,10000000015.3,5.25633929733,21.8493549087,8.1245472433,18.0369923383,24.5145120834,34.7701407282,10000000028.5,17.9502118329,72.697520601,6.65877718718,12.0798796429,17.5765343302,11.6283568977,52.3339417692,17.5765343302,17.6354343862,27.2692509863,16.1735976189,14.2380784379,9.90556642595,10000000010.4
32,9.8471309403,18.8424640224,23.6263428932,84.0300200847,30.3995760475,12.3339630947,7.4666009873,33.3535731905,24.5448754168,64.7286312361,12.5516131572,28.6631944658,10000000021.0,9.44695351218,27.5249290334,13.800121368,23.712566463,30.1900862081,40.4457148529,10000000034.2,23.6257859576,78.3730947257,0.983203062504,17.7554537675,11.9009602056,5.95278277301,58.0095158939,11.9009602056,23.3110085109,32.944825111,21.8491717435,19.9136525625,15.5811405506,10000000016.1
