,Pluvial Flood - 20 year return period_mean,rawmean,normed
219,0.0,0.0,0.0
220,0.0,0.0,0.0
221,0.020874999463558197,58.7843520221,0.0020874999463558197
222,0.0,0.0,0.0
223,0.0,0.0,0.0
224,0.0,0.0,0.0
225,0.011894737419329192,0.0118947374193,0.0011894737419329191
226,0.0,0.0,0.0
227,0.0033723404432864901,0.00337234044329,0.00033723404432864899
228,0.0,0.0,0.0
229,0.0,0.0,0.0
230,0.0,58.7647058824,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.05498550732930501,0.0549855073293,0.0054985507329305006
234,0.085941174451042629,0.085941174451,0.0085941174451042626
235,0.0,0.0,0.0
236,0.0037380953629811606,23.2362088935,0.00037380953629811606
237,0.0,71.3571428571,0.0
238,0.0,0.0,0.0
239,0.0,225.580645161,0.0
