,Extreme Heat - 100 year return period_mean,rawmean,normed
0,32.9710006714,32.9710006714,0.862259318569
1,33.1064987183,33.1064987183,0.872369603792
2,32.9710006714,32.9710006714,0.862259318569
3,32.9710006714,32.9710006714,0.862259318569
4,33.2655029297,33.2655029297,0.884233818563
5,33.5600013733,33.5600013733,0.90620803392
6,33.5600013733,33.5600013733,0.90620803392
7,33.5600013733,33.5600013733,0.90620803392
8,33.5500030518,33.5500030518,0.905462001893
9,33.5400009155,33.5400009155,0.904715685231
10,33.5400009155,33.5400009155,0.904715685231
11,33.2420005798,33.2420005798,0.882480173651
12,33.2420005798,33.2420005798,0.882480173651
13,33.3909988403,33.3909988403,0.893597787123
14,33.2420005798,33.2420005798,0.882480173651
15,33.3909988403,33.3909988403,0.893597787123
16,33.5400009155,33.5400009155,0.904715685231
17,33.5400009155,33.5400009155,0.904715685231
18,33.5400009155,33.5400009155,0.904715685231
19,33.5400009155,33.5400009155,0.904715685231
20,33.5400009155,33.5400009155,0.904715685231
21,33.5400009155,33.5400009155,0.904715685231
22,33.5400009155,33.5400009155,0.904715685231
23,33.5400009155,33.5400009155,0.904715685231
24,33.5400009155,33.5400009155,0.904715685231
25,33.8626683553,33.8626683553,0.928791750706
26,33.5400009155,33.5400009155,0.904715685231
27,33.5400009155,33.5400009155,0.904715685231
28,33.5400009155,33.5400009155,0.904715685231
29,33.2890014648,33.2890014648,0.885987178838
30,33.5400009155,33.5400009155,0.904715685231
31,33.2890014648,33.2890014648,0.885987178838
32,33.2890014648,33.2890014648,0.885987178838
33,33.9469985962,33.9469985962,0.935084112905
34,33.9469985962,33.9469985962,0.935084112905
35,33.4925003052,33.4925003052,0.901171392675
36,33.9469985962,33.9469985962,0.935084112905
37,33.9469985962,33.9469985962,0.935084112905
38,33.0379981995,33.0379981995,0.867258387808
39,33.9469985962,33.9469985962,0.935084112905
40,33.9469985962,33.9469985962,0.935084112905
41,33.9469985962,33.9469985962,0.935084112905
42,33.0379981995,33.0379981995,0.867258387808
43,33.0379981995,33.0379981995,0.867258387808
44,34.3149986267,34.3149986267,0.962542702577
45,33.0379981995,33.0379981995,0.867258387808
46,33.9469985962,33.9469985962,0.935084112905
47,33.9469985962,33.9469985962,0.935084112905
48,33.9469985962,33.9469985962,0.935084112905
49,33.9469985962,33.9469985962,0.935084112905
50,33.9469985962,33.9469985962,0.935084112905
51,34.1309967041,34.1309967041,0.948813265423
52,34.3149986267,34.3149986267,0.962542702577
53,33.4925003052,33.4925003052,0.901171392675
54,33.9469985962,33.9469985962,0.935084112905
55,33.0379981995,33.0379981995,0.867258387808
56,33.3499984741,33.3499984741,0.890538515006
57,34.3149986267,34.3149986267,0.962542702577
